Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
UAE,ARE,AED,10.0,3.67285,2.72268129654083,3.1152647975077836,,-15.181000000000001,-49.039,-40.428999999999995,3.904,48.854,,,,,
Argentina,ARG,ARS,11.0,3.0195,3.64298724954463,3.4267912772585705,6650.89413272727,13.489,-31.813999999999997,-20.293,39.025999999999996,99.169,54.339999999999996,-19.176000000000002,-0.38,89.614,96.75
Australia,AUS,AUD,3.45,1.026,3.36257309941521,1.0747663551401887,50158.0531826087,4.753,-37.062,-26.429000000000002,28.323999999999998,83.839,3.2870000000000004,-45.911,-33.333,26.892,31.668000000000003
Brazil,BRA,BRL,7.5,1.5846,4.73305566073457,2.336448598130841,6310.566392,47.447,-11.411,3.557,80.625,158.76600000000002,101.119,5.321,29.814,147.084,156.383
Canada,CAN,CAD,4.09,1.00355,4.07553186189029,1.2741433021806854,37694.4868899755,26.964,-23.718,-10.83,55.532000000000004,122.817,35.891,-28.837000000000003,-12.288,66.948,73.231
Switzerland,CHE,CHF,6.5,1.02215,6.35914493958812,2.0249221183800614,38749.2448661538,98.104,19.025,39.135,142.68099999999998,247.667,110.51100000000001,10.238999999999999,35.876000000000005,158.62099999999998,168.354
Chile,CHL,CLP,1550.0,494.65,3.13352875770747,482.8660436137072,11303.9187559161,-2.382,-41.349000000000004,-31.44,19.583000000000002,71.316,27.581,-33.189,-17.652,56.739,62.638000000000005
China,CHN,CNY,12.5,6.834,1.82908984489318,3.8940809968847323,5257.3051296,-43.019,-65.765,-59.980999999999995,-30.197000000000003,0.0,-21.555,-58.919999999999995,-49.367,-3.627,0.0
Colombia,COL,COP,7000.0,1798.65,3.89180774469741,2180.6853582554504,4606.36141246714,21.240000000000002,-27.156999999999996,-14.849,48.521,112.773,67.874,-12.089,8.355,106.24,114.00200000000001
Costa Rica,CRI,CRC,1800.0,551.02,3.26666908642155,560.7476635514026,,1.765,-38.857,-28.527,24.664,78.595,,,,,
Czech Republic,CZE,CZK,66.08,14.49795,4.55788577005715,20.585669781931482,18283.8047528753,41.99,-14.69,-0.27599999999999997,73.94,149.189,75.322,-8.187999999999999,13.163,115.391,123.49699999999999
Denmark,DNK,DKK,28.0,4.7044,5.95187484057478,8.722741433021804,36596.8789114286,85.417,11.402,30.224,127.13799999999999,225.401,99.96000000000001,4.714,29.066,145.659,154.905
