Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
UAE,ARE,AED,13.0,3.67305,3.53929295816828,3.0303030303030303,,-17.499000000000002,-28.549999999999997,-28.138,-2.88,29.808,,,,,
Argentina,ARG,ARS,21.0,8.16875,2.5707727620505,4.895104895104899,16207.6782214286,-40.075,-48.102000000000004,-47.803000000000004,-29.457,-5.713,-18.862000000000002,-38.845,-35.35,-9.218,-10.327
Australia,AUS,AUD,5.1,1.059378145,4.81414500013119,1.1888111888111899,56676.7655235294,12.218,-2.814,-2.254,32.103,76.56500000000001,9.661999999999999,-17.346,-12.623000000000001,22.695999999999998,21.198
Brazil,BRA,BRL,13.0,2.22025,5.85519648688211,3.0303030303030316,9077.39316,36.485,18.201999999999998,18.884,60.67,114.747,98.268,49.437,57.977999999999994,121.834,119.12499999999999
Canada,CAN,CAD,5.64,1.07405,5.25115218099716,1.3146853146853144,41302.5835106383,22.404,6.008,6.619,44.094,92.593,33.756,0.814,6.575,49.655,47.827
Switzerland,CHE,CHF,6.16,0.9024,6.82624113475177,1.4358974358974352,56724.3453214286,59.12,37.805,38.6,87.316,150.361,55.444,17.161,23.855999999999998,73.921,71.797
Chile,CHL,CLP,2100.0,564.14,3.72248023540256,489.5104895104895,15926.9035027143,-13.229,-24.852,-24.419,2.147,36.527,17.802,-11.21,-6.136,31.805,30.195
China,CHN,CNY,16.9,6.1983,2.72655405514415,3.939393939393936,11071.7604461538,-36.443999999999996,-44.957,-44.64,-25.182,0.0,-9.518,-31.802999999999997,-27.905,1.236,0.0
Colombia,COL,COP,8600.0,1847.65,4.65456119936135,2004.6620046620042,7840.13676741977,8.498,-6.036,-5.494000000000001,27.724,70.712,59.631,20.316000000000003,27.192,78.605,76.423
Costa Rica,CRI,CRC,2150.0,537.3,4.00148892611204,501.16550116550087,,-6.7250000000000005,-19.220000000000002,-18.754,9.803,46.760000000000005,,,,,
Czech Republic,CZE,CZK,70.45,20.3877,3.45551484473482,16.421911421911442,23989.1950381831,-19.451999999999998,-30.242,-29.839,-5.179,26.735999999999997,1.534,-23.472,-19.099,13.603000000000002,12.215
Denmark,DNK,DKK,28.5,5.5388,5.14551888495703,6.643356643356643,51844.8074505263,19.942,3.8760000000000003,4.475,41.196,88.71900000000001,21.238,-8.620999999999999,-3.399,35.649,33.992
Egypt,EGY,EGP,16.93,7.15005,2.36781560968105,3.9463869463869448,5866.15512226816,-44.806000000000004,-52.2,-51.92400000000001,-35.026,-13.157,-17.1,-37.517,-33.946,-7.247000000000001,-8.38
Euro area,EUZ,EUR,3.67923829,0.742748914,4.95354246993891,0.8576313030303037,34930.1296157213,15.467,0.0,0.577,35.928,81.678,32.676,0.0,5.715,48.446,46.633
Britain,GBR,GBP,2.89,0.586785589,4.92513799618893,0.6736596736596739,41248.9318961938,14.804999999999998,-0.573,0.0,35.148,80.636,25.503999999999998,-5.406,0.0,40.421,38.706
Hong Kong,HKG,HKD,18.8,7.75045,2.42566560651317,4.382284382284381,67667.4204893617,-43.458000000000006,-51.032,-50.749,-33.438,-11.035,-48.628,-61.28,-59.067,-42.522,-43.224000000000004
Hungary,HUN,HUF,860.0,228.30615,3.76687180787727,200.4662004662003,15279.7038946047,-12.194,-23.956,-23.517,3.3649999999999998,38.155,19.949,-9.593,-4.426,34.205999999999996,32.567
Indonesia,IDN,IDR,27939.0,11505.0,2.42842242503259,6512.5874125874,5891.04026824224,-43.393,-50.976,-50.693,-33.363,-10.934000000000001,-15.001000000000001,-35.935,-32.273,-4.898000000000001,-6.059
India,IND,INR,105.0,60.08875,1.74741528156269,24.475524475524495,3554.78376314286,-59.268,-64.724,-64.52,-52.05,-35.911,-37.289,-52.734,-50.03300000000001,-29.835,-30.692000000000004
Israel,ISR,ILS,17.5,3.4138,5.12625227019743,4.079254079254076,32702.1799594286,19.493,3.4869999999999997,4.083,40.666999999999994,88.012,39.821,5.385,11.408,56.44,54.529
Japan,JPN,JPY,370.0,101.53,3.6442430808628,86.24708624708626,46321.0363948379,-15.052999999999999,-26.432,-26.007,0.0,33.657,-10.623000000000001,-32.635999999999996,-28.786,0.0,-1.221
South Korea,KOR,KRW,4100.0,1023.75,4.00488400488401,955.710955710957,31140.2702816781,-6.646000000000001,-19.151,-18.685,9.896,46.884,10.658,-16.596,-11.829,23.811,22.299
Sri Lanka,LKA,LKR,350.0,130.255,2.6870369659514,81.5850815850815,,-37.364999999999995,-45.755,-45.442,-26.266000000000002,-1.4489999999999998,,,,,
Mexico,MEX,MXN,42.0,12.93255,3.24761937900878,9.79020979020979,14479.6367021429,-24.298000000000002,-34.438,-34.06,-10.884,19.111,4.216,-21.451,-16.962,16.603,15.179
Malaysia,MYS,MYR,7.63,3.1675,2.40883977900553,1.7785547785547822,19224.9355557012,-43.85,-51.371,-51.090999999999994,-33.900000000000006,-11.652999999999999,-26.098,-44.299,-41.115,-17.313000000000002,-18.323
Norway,NOR,NOK,48.0,6.1873,7.75782651560455,11.188811188811195,54195.92464,80.83500000000001,56.611999999999995,57.51500000000001,112.87899999999999,184.529,79.783,35.504999999999995,43.248999999999995,101.152,98.695
New Zealand,NZL,NZD,5.7,1.152737752,4.94475000069227,1.3286713286713299,38599.1733947368,15.262,-0.17700000000000002,0.398,35.687000000000005,81.355,28.625,-3.053,2.487,43.913999999999994,42.156
Pakistan,PAK,PKR,300.0,98.68,3.04012971220105,69.93006993006985,1925.1815297,-29.134999999999998,-38.627,-38.273,-16.577,11.501,11.064,-16.289,-11.505,24.265,22.747
Peru,PER,PEN,10.0,2.788,3.58680057388809,2.33100233100233,8004.349782,-16.392,-27.590999999999998,-27.174,-1.576,31.551000000000002,22.803,-7.442,-2.152,37.399,35.721000000000004
Philippines,PHL,PHP,160.0,43.205,3.70327508390233,37.29603729603733,3304.0855258125,-13.677,-25.240000000000002,-24.809,1.6199999999999999,35.823,33.263999999999996,0.443,6.183000000000001,49.104,47.282999999999994
Poland,POL,PLN,9.2,3.0714,2.99537670117862,2.144522144522148,19970.6834967391,-30.178,-39.531,-39.182,-17.805,9.859,-8.733,-31.211,-27.279999999999998,2.1149999999999998,0.868
Russia,RUS,RUB,89.0,34.83725,2.55473666836504,20.745920745920742,24515.0045268539,-40.449,-48.426,-48.129,-29.897000000000002,-6.3020000000000005,-25.282,-43.684,-40.465,-16.401,-17.422
Saudi Arabia,SAU,SAR,11.0,3.75035,2.93305958110576,2.564102564102561,39911.91438,-31.630000000000003,-40.788999999999994,-40.447,-19.515,7.574,-24.482,-43.081,-39.828,-15.506,-16.538
Singapore,SGP,SGD,4.7,1.238,3.79644588045234,1.0955710955710949,65065.0060851064,-11.505,-23.358999999999998,-22.917,4.1770000000000005,39.24,-18.237000000000002,-38.374,-34.852,-8.518,-9.635
Sweden,SWE,SEK,40.7,6.836,5.95377413692218,9.487179487179493,41776.6581243243,38.783,20.192,20.885,63.375,118.363,51.102000000000004,13.888,20.397000000000002,69.063,66.998
Thailand,THA,THB,99.0,31.78,3.11516677155444,23.0769230769231,8212.79324666667,-27.384999999999998,-37.112,-36.75,-14.518,14.252999999999998,6.426,-19.785,-15.201,19.076,17.621000000000002
Turkey,TUR,TRY,9.25,2.09125,4.42319187089062,2.1561771561771583,11030.3649827027,3.105,-10.706,-10.192,21.375,62.226000000000006,46.846,10.68,17.005,64.301,62.294000000000004
Taiwan,TWN,TWD,79.0,29.982,2.63491428190248,18.414918414918446,35478.5512636709,-38.58,-46.807,-46.501,-27.697,-3.361,-29.738,-47.042,-44.016,-21.386,-22.346
Ukraine,UKR,UAH,19.0,11.685,1.6260162601626,4.428904428904425,,-62.098,-67.175,-66.985,-55.381,-40.364,,,,,
Uruguay,URY,UYU,113.0,22.97,4.91946016543317,26.34032634032632,,14.673,-0.688,-0.11499999999999999,34.993,80.428,,,,,
United States,USA,USD,4.29,1.0,4.29,1.0,53363.904,0.0,-13.395000000000001,-12.895999999999999,17.72,57.340999999999994,0.0,-24.628,-20.321,11.886,10.52
Venezuela,VEN,VEF,75.0,11.0,6.81818181818182,17.48251748251749,,58.931999999999995,37.643,38.436,87.095,150.066,,,,,
Vietnam,VNM,VND,60000.0,21230.0,2.82618935468676,13986.013986013966,,-34.121,-42.946,-42.617,-22.448,3.6540000000000004,,,,,
South Africa,ZAF,ZAR,24.5,10.5145,2.33011555471016,5.710955710955706,12602.6526281633,-45.684999999999995,-52.961000000000006,-52.689,-36.059999999999995,-14.540000000000001,-23.842,-42.599,-39.318,-14.790000000000001,-15.831000000000001
