Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
UAE,ARE,AED,10.0,3.673,2.72257010618023,2.9154518950437276,,-20.625,-41.032999999999994,-26.183,-21.245,48.82,,,,,
Argentina,ARG,ARS,11.5,3.81125,3.01738274844211,3.352769679300289,8627.22756608696,-12.030000000000001,-34.648,-18.19,-12.717,64.935,26.104,-18.834,8.495,21.163999999999998,61.24699999999999
Australia,AUS,AUD,4.34,1.2869,3.37244541145388,1.265306122448979,45469.0355,-1.678,-26.958,-8.563,-2.447,84.343,0.614,-35.24,-13.435,-3.327,28.654000000000003
Brazil,BRA,BRL,8.03,1.9971,4.0208302037955,2.3411078717201144,7125.54564508095,17.224999999999998,-12.915,9.017,16.309,119.78500000000001,70.831,9.955,46.977000000000004,64.139,118.43900000000001
Canada,CAN,CAD,3.89,1.16085,3.35099280699487,1.13411078717201,44009.5020385604,-2.303,-27.422,-9.145,-3.0669999999999997,83.17099999999999,1.1199999999999999,-34.914,-13.0,-2.841,29.301
Switzerland,CHE,CHF,6.5,1.08605,5.98499148289674,1.8950437317784268,42672.3983430769,74.49,29.626,62.271,73.125,227.149,82.52199999999999,17.479,57.035000000000004,75.371,133.388
Chile,CHL,CLP,1750.0,548.55,3.19022878497858,510.204081632653,11018.2219182,-6.99,-30.903999999999996,-13.503000000000002,-7.718,74.383,29.947000000000003,-16.36,11.802,24.857000000000003,66.161
China,CHN,CNY,12.5,6.8327,1.82943785033735,3.6443148688046683,6572.019944,-46.664,-60.377,-50.39900000000001,-47.081,0.0,-21.795,-49.663000000000004,-32.714999999999996,-24.858,0.0
Colombia,COL,COP,7000.0,2095.6,3.34033212445123,2040.8163265306114,5413.6379185,-2.614,-27.653,-9.434,-3.376,82.588,44.658,-6.891,24.459,38.991,84.97200000000001
Costa Rica,CRI,CRC,2000.0,582.57,3.43306383782206,583.0903790087457,,0.089,-25.645,-6.92,-0.6930000000000001,87.657,,,,,
Czech Republic,CZE,CZK,67.92,18.66155,3.63956906044782,19.801749271137027,19738.8070441696,6.11,-21.172,-1.321,5.28,98.94500000000001,35.702,-12.656,16.753,30.385,73.519
Denmark,DNK,DKK,29.5,5.3375,5.52693208430913,8.600583090379002,38251.8350840678,61.135,19.705000000000002,49.851,59.875,202.11100000000002,74.68299999999999,12.434000000000001,50.291,67.84,123.364
Egypt,EGY,EGP,13.0,5.58475,2.32776758135995,3.7900874635568456,3303.67837692308,-32.135000000000005,-49.584,-36.887,-32.666000000000004,27.24,3.2640000000000002,-33.535,-11.155,-0.781,32.042
Euro area,EUZ,EUR,3.31,0.716897269,4.6171189975617,0.9650145772594754,30869.1443829904,34.61,0.0,25.184,33.556999999999995,152.379,55.364999999999995,0.0,33.67,49.278,98.663
