Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
Argentina,ARG,ARS,2.5,1.0,2.5,1.1160714285714284,7803.328512,11.607000000000001,5.007000000000001,-16.722,-9.864,109.09100000000001,39.805,16.573999999999998,-6.353000000000001,10.595,96.855
Australia,AUS,AUD,2.59,1.68,1.54166666666667,1.1562500000000024,29189.4477837838,-31.176,-35.246,-48.644999999999996,-44.416,28.938999999999997,-28.301,-40.215,-51.973,-43.281,0.958
Brazil,BRA,BRL,2.95,1.79,1.64804469273743,1.3169642857142854,4913.91077966102,-26.427,-30.778,-45.102,-40.581,37.836,-5.247,-20.992,-36.53,-25.044,33.419
Canada,CAN,CAD,2.85,1.47,1.93877551020408,1.2723214285714273,26087.3292350877,-13.447999999999999,-18.566,-35.417,-30.098999999999997,62.151999999999994,-7.575,-22.933,-38.09,-26.886,30.141000000000002
Switzerland,CHE,CHF,5.9,1.7,3.47058823529412,2.633928571428573,23817.4401084746,54.937000000000005,45.774,15.609,25.130000000000003,190.267,68.536,40.531,12.892999999999999,33.323,137.31
Chile,CHL,CLP,1260.0,514.0,2.45136186770428,562.4999999999999,4509.62359822222,9.436,2.964,-18.342,-11.618,105.023,41.496,17.984,-5.220000000000001,11.933,99.236
China,CHN,CNY,9.9,8.28,1.19565217391304,4.419642857142843,1620.62212525253,-46.623,-49.779,-60.171,-56.891000000000005,0.0,-28.981,-40.782000000000004,-52.428,-43.819,0.0
Czech Republic,CZE,CZK,54.37,39.1,1.39053708439898,24.27232142857148,9020.84502482987,-37.922,-41.593999999999994,-53.68000000000001,-49.864999999999995,16.299,-23.124,-35.899,-48.504999999999995,-39.186,8.246
Denmark,DNK,DKK,24.75,8.04,3.07835820895522,11.049107142857126,21146.5686755556,37.427,29.298999999999996,2.544,10.988000000000001,157.463,52.844,27.445999999999998,2.382,20.91,115.215
Euro area,EUZ,EUR,2.56,1.075268817,2.38080000045235,1.1428571428571417,19441.1763693739,6.286,0.0,-20.693,-14.161999999999999,99.12100000000001,19.928,0.0,-19.667,-5.1290000000000004,68.867
Britain,GBR,GBP,1.9,0.632911392,3.00200000192128,0.8482142857142856,20958.6000842105,34.018,26.092,0.0,8.235000000000001,151.07600000000002,49.289,24.482,0.0,18.096999999999998,110.209
Hong Kong,HKG,HKD,10.2,7.79,1.30937098844673,4.5535714285714395,42546.0751058824,-41.546,-45.003,-56.383,-52.791,9.511,-44.897999999999996,-54.054,-63.09,-56.410000000000004,-22.412000000000003
Hungary,HUN,HUF,339.0,279.0,1.21505376344086,151.33928571428567,7499.95699823009,-45.757,-48.964,-59.52499999999999,-56.192,1.6230000000000002,-31.856,-43.18,-54.354,-46.094,-4.0489999999999995
Indonesia,IDN,IDR,14500.0,7945.0,1.82504719949654,6473.21428571429,1006.67527620414,-18.525,-23.343,-39.206,-34.199,52.64,9.077,-9.048,-26.935,-13.713000000000001,53.588
Israel,ISR,ILS,14.5,4.05,3.58024691358025,6.473214285714291,12666.7832055172,59.831999999999994,50.38,19.262,29.084,199.43900000000002,91.404,59.598,28.21,51.413,169.509
Japan,JPN,JPY,294.0,106.0,2.77358490566038,131.2500000000001,31783.5932114286,23.821,16.497999999999998,-7.609000000000001,0.0,131.973,26.412000000000003,5.406,-15.323999999999998,0.0,77.996
South Korea,KOR,KRW,3000.0,1108.0,2.70758122743682,1339.2857142857126,9473.39596970667,20.874000000000002,13.725999999999999,-9.807,-2.3800000000000003,126.45200000000001,49.057,24.288,-0.155,17.913999999999998,109.88199999999999
Mexico,MEX,MXN,20.9,9.41,2.22104144527099,9.33035714285715,6594.38380095694,-0.8460000000000001,-6.710000000000001,-26.015,-19.922,85.76,25.643,4.765,-15.839,-0.608,76.914
Malaysia,MYS,MYR,4.52,3.8,1.18947368421053,2.017857142857149,7085.99320353983,-46.898,-50.039,-60.377,-57.114,-0.517,-33.028,-44.156,-55.139,-47.02,-5.698
New Zealand,NZL,NZD,3.4,2.01,1.69154228855721,1.517857142857139,19095.9756235294,-24.485,-28.951,-43.653,-39.012,41.474,-14.540000000000001,-28.741,-42.754999999999995,-32.396,20.333000000000002
Poland,POL,PLN,5.5,4.3,1.27906976744186,2.455357142857142,7025.39752727273,-42.899,-46.276,-57.39300000000001,-53.884,6.977,-27.941,-39.915,-51.732,-42.997,1.464
Russia,RUS,RUB,39.5,28.5,1.3859649122807,17.633928571428548,1990.70195037975,-38.127,-41.786,-53.832,-50.029999999999994,15.917,-17.982,-31.611,-45.061,-35.118,15.487
Singapore,SGP,SGD,3.2,1.7,1.88235294117647,1.428571428571428,25861.0541,-15.966,-20.936,-37.297000000000004,-32.133,57.433,-10.101,-25.039,-39.782000000000004,-28.884,26.584000000000003
