Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
UAE,ARE,AED,13.0,3.6731,3.53924477961395,3.03030303030303,,-17.5,-11.497,-16.169,13.489999999999998,31.880999999999997,,,,,
Argentina,ARG,ARS,33.0,13.80925,2.3897025544472,7.6923076923076925,17946.93095,-44.296,-40.242,-43.397000000000006,-23.371,-10.954,-22.654,-29.467,-28.902,0.396,-16.048000000000002
Australia,AUS,AUD,5.3,1.415728746,3.74365500098421,1.2354312354312367,55357.7115735849,-12.735,-6.385000000000001,-11.327,20.044999999999998,39.498,-11.692,-19.470000000000002,-18.825,14.624,-4.149
Brazil,BRA,BRL,13.5,4.0248,3.35420393559928,3.1468531468531427,9720.09705333334,-21.813,-16.124,-20.551,7.5569999999999995,24.986,18.239,7.824000000000001,8.688,53.474999999999994,28.338
Canada,CAN,CAD,5.84,1.4092,4.14419528810673,1.3613053613053623,40983.7715958904,-3.399,3.6310000000000002,-1.8399999999999999,32.889,54.423,9.127,-0.485,0.312,41.648,18.448
Switzerland,CHE,CHF,6.5,1.0088,6.44329896907217,1.5151515151515162,53501.54832,50.193,61.123000000000005,52.617999999999995,106.612,140.093,54.062,40.492,41.618,99.97399999999999,67.221
Chile,CHL,CLP,2100.0,715.215,2.93618002978125,489.51048951048875,18031.0669007857,-31.558000000000003,-26.577,-30.453000000000003,-5.848,9.408999999999999,-5.045999999999999,-13.41,-12.716,23.250999999999998,3.064
China,CHN,CNY,17.6,6.5582,2.68366320026837,4.102564102564108,12195.6709875,-37.444,-32.891999999999996,-36.434,-13.944999999999999,0.0,-7.869,-15.984000000000002,-15.311,19.586000000000002,0.0
Colombia,COL,COP,7900.0,3253.9,2.42785580380467,1841.4918414918452,9435.13264382658,-43.407000000000004,-39.288000000000004,-42.492999999999995,-22.148,-9.532,-14.151,-21.712999999999997,-21.085,11.433,-6.8180000000000005
Costa Rica,CRI,CRC,2150.0,535.25,4.01681457262961,501.16550116550087,,-6.368,0.445,-4.857,28.804000000000002,49.677,,,,,
Czech Republic,CZE,CZK,75.0,25.1442,2.98279523707257,17.48251748251751,25105.7807572,-30.470999999999997,-25.411,-29.348999999999997,-4.353,11.146,-9.875,-17.814,-17.155,16.983,-2.177
Denmark,DNK,DKK,30.0,6.9405,4.32245515452777,6.99300699300699,51451.161047,0.757,8.088,2.383,38.605000000000004,61.065000000000005,4.933,-4.31,-3.543,36.203,13.895
Egypt,EGY,EGP,16.93,7.83005,2.16218287239545,3.9463869463869448,7336.25095392794,-49.599,-45.932,-48.786,-30.667,-19.432,-21.761,-28.652,-28.08,1.555,-15.078
Euro area,EUZ,EUR,3.72,0.930232558,3.99900000059985,0.8671328671328672,36076.1193395825,-6.783,0.0,-5.279,28.233000000000004,49.013,9.658999999999999,0.0,0.8009999999999999,42.338,19.025
Britain,GBR,GBP,2.89,0.684532977,4.22185650232012,0.6736596736596736,43692.7593425606,-1.5879999999999999,5.573,0.0,35.379,57.31699999999999,8.787,-0.795,0.0,41.207,18.079
Hong Kong,HKG,HKD,19.2,7.75235,2.4766683650764,4.475524475524482,73308.8481125,-42.269,-38.068000000000005,-41.337,-20.583000000000002,-7.713,-48.306,-52.859,-52.481,-32.9,-43.89
Hungary,HUN,HUF,900.0,292.67905,3.07504073147702,209.79020979020962,16910.2592611333,-28.321,-23.105,-27.163999999999998,-1.395,14.584,0.565,-8.293000000000001,-7.558,30.534,9.154
Indonesia,IDN,IDR,30500.0,13947.5,2.18677182290733,7109.557109557106,6343.19873123705,-49.025999999999996,-45.317,-48.204,-29.879,-18.515,-19.987,-27.034999999999997,-26.450000000000003,3.857,-13.153
India,IND,INR,127.0,66.8025,1.90112645484825,29.603729603729654,3516.66068409449,-55.684999999999995,-52.459999999999994,-54.969,-39.038000000000004,-29.159000000000002,-28.155,-34.483999999999995,-33.959,-6.744999999999999,-22.019
Israel,ISR,ILS,16.9,3.94105,4.28819730782406,3.9393939393939426,35656.5401076923,-0.042,7.231999999999999,1.5709999999999997,37.506,59.789,18.006,7.611999999999999,8.474,53.173,28.086
Japan,JPN,JPY,370.0,118.645,3.11854692570273,86.24708624708634,49128.9209221622,-27.307,-22.017,-26.133,0.0,16.205,-22.959,-29.744999999999997,-29.182000000000002,0.0,-16.378
South Korea,KOR,KRW,4300.0,1197.75,3.59006470465456,1002.3310023310021,32425.0957003395,-16.316,-10.226,-14.965,15.120000000000001,33.775,1.5699999999999998,-7.376,-6.6339999999999995,31.839000000000002,10.245999999999999
Sri Lanka,LKA,LKR,350.0,144.05,2.42971190558834,81.58508158508168,,-43.363,-39.242,-42.449,-22.088,-9.463000000000001,,,,,
Mexico,MEX,MXN,49.0,17.43675,2.81015670924914,11.421911421911409,13757.5027677551,-34.495,-29.729,-33.438,-9.889000000000001,4.713,-5.090999999999999,-13.450000000000001,-12.757,23.193,3.016
Malaysia,MYS,MYR,8.0,4.3925,1.82128628343768,1.864801864801867,20237.68943625,-57.546,-54.456,-56.861,-41.598,-32.134,-42.365,-47.441,-47.02,-25.189,-37.442
Norway,NOR,NOK,46.8,8.97465,5.21468803797363,10.909090909090919,55121.9056666667,21.554000000000002,30.4,23.516000000000002,67.215,94.312,23.218,12.365,13.264999999999999,59.938,33.743
New Zealand,NZL,NZD,5.9,1.508068165,3.91228999917255,1.3752913752913751,39690.0634881356,-8.803999999999998,-2.168,-7.332,25.452,45.782000000000004,4.109999999999999,-5.06,-4.299,35.136,13.003
Pakistan,PAK,PKR,300.0,104.885,2.86027553987701,69.93006993006998,2227.2335943,-33.327,-28.475,-32.251000000000005,-8.282,6.5809999999999995,9.735000000000001,0.06899999999999999,0.8710000000000001,42.436,19.107
Peru,PER,PEN,10.0,3.418,2.92568753657109,2.3310023310023276,8764.076178,-31.802000000000003,-26.840000000000003,-30.701,-6.184,9.017999999999999,4.212,-4.967,-4.205,35.268,13.114
