Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
Argentina,ARG,ARS,2.5,3.13,0.798722044728435,1.063829787234043,7600.23464,-66.012,-66.388,-72.319,-60.36899999999999,-37.015,-54.842999999999996,-61.35,-67.60300000000001,-47.166000000000004,-40.989
Australia,AUS,AUD,3.0,1.86,1.61290322580645,1.2765957446808498,29507.7225166667,-31.366,-32.125,-44.102999999999994,-19.97,27.189000000000004,-26.699,-37.261,-47.412,-14.237,-4.21
Brazil,BRA,BRL,3.6,2.34,1.53846153846154,1.5319148936170228,4994.30943055556,-34.534,-35.258,-46.683,-23.663999999999998,21.319,-10.421,-23.329,-35.734,4.809,17.061999999999998
Canada,CAN,CAD,3.33,1.57,2.12101910828025,1.4170212765957417,26079.3303603604,-9.744,-10.743,-26.494,5.241,67.258,-0.5539999999999999,-14.884,-28.655,16.353,29.956
Switzerland,CHE,CHF,6.3,1.66,3.79518072289157,2.6808510638297895,25072.9993571429,61.497,59.709999999999994,31.526,88.31,199.277,79.609,53.729000000000006,28.857,110.14600000000002,134.714
Chile,CHL,CLP,1400.0,655.0,2.13740458015267,595.7446808510633,4911.21778346429,-9.046999999999999,-10.052999999999999,-25.926,6.053999999999999,68.55,24.572,6.622,-10.629,45.751999999999995,62.791
China,CHN,CNY,10.5,8.28,1.26811594202899,4.468085106382994,1935.7945952381,-46.038000000000004,-46.635,-56.052,-37.078,0.0,-23.477,-34.504000000000005,-45.101,-10.467,0.0
Czech Republic,CZE,CZK,56.28,34.0,1.65529411764706,23.948936170212782,10525.0618319119,-29.561999999999998,-30.342000000000002,-42.634,-17.867,30.531999999999996,-9.368,-22.428,-34.977999999999994,6.0409999999999995,18.437
Denmark,DNK,DKK,24.75,8.38,2.95346062052506,10.531914893617023,24344.8382929293,25.679000000000002,24.288,2.355,46.546,132.901,40.73,20.452,0.963,64.657,83.906
Euro area,EUZ,EUR,2.67,1.123595506,2.37629999919206,1.1361702127659585,21056.5762697324,1.119,0.0,-17.647,17.907999999999998,87.388,16.835,0.0,-16.179,36.699,52.681
Britain,GBR,GBP,1.99,0.689655172,2.8855000017313,0.8468085106382979,22896.4184422111,22.787,21.428,0.0,43.174,127.542,39.387,19.302,0.0,63.085,82.151
Hong Kong,HKG,HKD,11.2,8.0,1.4,4.76595744680851,41187.4510401786,-40.426,-41.085,-51.482000000000006,-30.534,10.4,-42.399,-50.699000000000005,-58.675,-32.605000000000004,-24.727
Hungary,HUN,HUF,459.0,272.0,1.6875,195.3191489361702,7729.28090882353,-28.191,-28.986,-41.518,-16.269,33.071,-4.732,-18.459999999999997,-31.652,11.465,24.496000000000002
Indonesia,IDN,IDR,16000.0,9430.0,1.69671261930011,6808.510638297888,1257.0998884625,-27.799000000000003,-28.599000000000004,-41.199000000000005,-15.812000000000001,33.798,3.2190000000000003,-11.655,-25.948,20.768,34.886
Israel,ISR,ILS,12.0,4.79,2.50521920668058,5.106382978723395,17226.5907916667,6.6049999999999995,5.425,-13.178999999999998,24.305,97.554,27.92,9.487,-8.227,49.668,67.166
Japan,JPN,JPY,262.0,130.0,2.01538461538462,111.48936170212792,37509.351620229,-14.238999999999999,-15.187999999999999,-30.154999999999998,0.0,58.92699999999999,-14.530999999999999,-26.846999999999998,-38.682,0.0,11.691
South Korea,KOR,KRW,3100.0,1304.0,2.37730061349693,1319.1489361702113,11314.4586049032,1.162,0.042,-17.612,17.958,87.467,29.064,10.467,-7.406,51.007000000000005,68.661
Mexico,MEX,MXN,21.9,9.28,2.35991379310345,9.319148936170219,7921.89442465754,0.422,-0.69,-18.215,17.095,86.09599999999999,32.944,13.788,-4.622,55.547000000000004,73.732
Malaysia,MYS,MYR,5.04,3.8,1.32631578947368,2.1446808510638227,7422.27124007937,-43.561,-44.186,-54.035,-34.19,4.589,-24.866,-35.692,-46.097,-12.092,-1.815
Norway,NOR,NOK,35.0,8.56,4.08878504672897,14.893617021276588,23275.9324014286,73.991,72.065,41.701,102.879,222.43,96.80199999999999,68.444,41.191,130.262,157.18099999999998
New Zealand,NZL,NZD,3.6,2.24,1.60714285714286,1.5319148936170242,21212.6327222222,-31.611,-32.368,-44.303,-20.256,26.735,-21.101,-32.47,-43.396,-7.686999999999999,3.105
Peru,PER,PEN,8.5,3.43,2.47813411078717,3.6170212765957417,1852.19258823529,5.453,4.285,-14.118,22.961000000000002,95.419,49.688,28.119,7.39,75.138,95.613
Philippines,PHL,PHP,65.0,51.0,1.27450980392157,27.659574468085136,1850.87778769231,-45.766,-46.366,-55.830999999999996,-36.760999999999996,0.504,-23.014000000000003,-34.107,-44.768,-9.925,0.606
Poland,POL,PLN,5.9,4.04,1.46039603960396,2.5106382978723394,8132.91027118644,-37.855,-38.543,-49.388,-27.538,15.162999999999998,-17.922,-29.749,-41.115,-3.9669999999999996,7.26
Russia,RUS,RUB,39.0,31.2,1.25,16.595744680851062,3955.50957564103,-46.809,-47.397,-56.68,-37.977,-1.429,-26.339000000000002,-36.953,-47.154,-13.816,-3.74
Singapore,SGP,SGD,3.3,1.82,1.81318681318681,1.4042553191489338,27687.220030303,-22.843,-23.697,-37.162,-10.033,42.983,-16.232,-28.302,-39.902,-1.989,9.469
Sweden,SWE,SEK,26.0,10.4,2.5,11.063829787234042,25400.7758980769,6.383,5.206,-13.36,24.046,97.143,17.954,0.9570000000000001,-15.376999999999999,38.007999999999996,54.142
Thailand,THA,THB,55.0,43.3,1.270207852194,23.404255319149016,3594.27488090909,-45.949,-46.547,-55.98,-36.974000000000004,0.165,-24.833,-35.664,-46.073,-12.052999999999999,-1.772
Turkey,TUR,TRY,4000000.0,1324500.0,3.02000755001888,1702127.6595744707,0.002214358,28.510999999999996,27.089000000000002,4.661,49.848,138.149,86.531,59.653,33.822,118.245,143.759
Taiwan,TWN,TWD,70.0,34.8,2.01149425287356,29.78723404255314,15162.4670942857,-14.404,-15.351999999999999,-30.29,-0.193,58.621,4.887,-10.226,-24.751,22.720000000000002,37.067
United States,USA,USD,2.35,1.0,2.35,1.0,37101.453,0.0,-1.107,-18.558,16.603,85.31400000000001,0.0,-14.408999999999999,-28.256999999999998,17.002,30.680000000000003
Venezuela,VEN,VEF,2500.0,857.0,2.9171528588098,1063.829787234042,,24.134,22.759999999999998,1.097,44.744,130.038,,,,,
South Africa,ZAF,ZAR,9.7,10.9,0.889908256880734,4.127659574468085,6177.72385051547,-62.132,-62.551,-69.159,-55.84400000000001,-29.824,-48.878,-56.24400000000001,-63.324000000000005,-40.186,-33.194
