Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
Argentina,ARG,ARS,4.36,2.95,1.47796610169492,1.7651821862348231,6287.3776353211,-40.163,-55.05,-56.081,-36.256,17.669,-19.024,-47.195,-46.039,-14.213999999999999,12.940999999999999
Australia,AUS,AUD,3.25,1.43,2.27272727272727,1.3157894736842086,31833.16012,-7.987,-30.878,-32.464,-1.978,80.944,-2.146,-36.189,-34.792,3.666,36.482
Brazil,BRA,BRL,5.4,3.18,1.69811320754717,2.1862348178137654,4455.53008333333,-31.25,-48.354,-49.539,-26.761000000000003,35.196,-5.108,-38.12,-36.766,0.528,32.35
Canada,CAN,CAD,3.19,1.37,2.32846715328467,1.2914979757085012,30743.2700219436,-5.7299999999999995,-29.182999999999996,-30.807000000000002,0.426,85.382,1.1780000000000002,-34.021,-32.576,7.188,41.118
Switzerland,CHE,CHF,6.3,1.29,4.88372093023256,2.5506072874493935,26143.4303619048,97.721,48.532,45.123999999999995,110.63400000000001,288.81899999999996,120.804,43.988,47.14,133.919,207.966
Chile,CHL,CLP,1400.0,641.0,2.18408736349454,566.8016194331984,5885.48632471429,-11.575000000000001,-33.574,-35.098,-5.801,73.887,20.177999999999997,-21.631,-19.915,27.317000000000004,67.618
China,CHN,CNY,10.4,8.28,1.256038647343,4.210526315789489,2520.5525875,-49.147999999999996,-61.79900000000001,-62.676,-45.827,0.0,-28.302,-53.245,-52.222,-24.043999999999997,0.0
Colombia,COL,COP,6500.0,2769.83,2.34671441929649,2631.5789473684194,2529.77323354,-4.9910000000000005,-28.627999999999997,-30.264999999999997,1.213,86.835,33.942,-12.655,-10.743,41.898,86.815
Costa Rica,CRI,CRC,1130.0,433.55,2.60638911313574,457.4898785425101,,5.522,-20.73,-22.549,12.413,107.50900000000001,,,,,
Czech Republic,CZE,CZK,56.42,26.5,2.12905660377359,22.842105263157947,12127.1070599078,-13.803,-35.248000000000005,-36.733,-8.174,69.506,9.808,-28.394000000000002,-26.826,16.33,53.154
Denmark,DNK,DKK,27.75,6.22,4.46141479099679,11.234817813765195,23754.7350944144,80.624,35.687999999999995,32.574999999999996,92.42,255.19699999999997,106.04299999999999,34.361999999999995,37.303999999999995,118.282,187.378
Egypt,EGY,EGP,10.0,6.19,1.61550888529887,4.048582995951419,1594.570744,-34.595,-50.867,-51.99399999999999,-30.323,28.619,-6.824,-39.239000000000004,-37.909,-1.29,29.957
Euro area,EUZ,EUR,2.74,0.833333333,3.2880000013152,1.1093117408906883,22668.2872830892,33.117000000000004,0.0,-2.294,41.811,161.775,53.349000000000004,0.0,2.189,62.458000000000006,113.883
Britain,GBR,GBP,1.88,0.558659218,3.36519999925966,0.7611336032388671,27721.6613617021,36.242999999999995,2.348,0.0,45.14,167.922,50.063,-2.1420000000000003,0.0,58.977000000000004,109.3
Hong Kong,HKG,HKD,12.0,7.79,1.54043645699615,4.858299595141704,38240.2011983333,-37.634,-53.15,-54.225,-33.561,22.642,-37.056,-58.95399999999999,-58.055,-33.317,-12.209
Hungary,HUN,HUF,530.0,211.0,2.51184834123223,214.57489878542532,8790.48216579245,1.694,-23.605999999999998,-25.358000000000004,8.334999999999999,99.982,34.042,-12.590000000000002,-10.677,42.004000000000005,86.954
Indonesia,IDN,IDR,16100.0,9120.0,1.76535087719298,6518.218623481772,1561.23411054969,-28.528,-46.309,-47.541,-23.860999999999997,40.549,1.856,-33.579,-32.124,7.906000000000001,42.064
Japan,JPN,JPY,262.0,113.0,2.31858407079646,106.07287449392709,38701.982185229,-6.13,-29.482999999999997,-31.101,0.0,84.595,-5.607,-38.445,-37.098,0.0,31.655
South Korea,KOR,KRW,3200.0,1177.0,2.71877655055225,1295.5465587044525,13495.7139598938,10.072000000000001,-17.312,-19.209,17.26,116.456,38.322,-9.799,-7.824000000000001,46.538000000000004,92.92399999999999
Sri Lanka,LKA,LKR,140.0,99.0,1.41414141414141,56.68016194331966,,-42.747,-56.991,-57.977000000000004,-39.007999999999996,12.587000000000002,,,,,
Mexico,MEX,MXN,24.0,11.6,2.06896551724138,9.716599190283404,8206.01276625,-16.236,-37.075,-38.519,-10.766,64.72099999999999,11.082,-27.561999999999998,-25.976,17.68,54.932
Malaysia,MYS,MYR,5.04,3.8,1.32631578947368,2.0404858299595072,8827.91281150794,-46.303,-59.662000000000006,-60.587,-42.796,5.595,-29.25,-53.864000000000004,-52.85300000000001,-25.048,-1.322
Norway,NOR,NOK,35.5,6.8491,5.18316275131039,14.372469635627526,24710.7415777465,109.845,57.638999999999996,54.022000000000006,123.54899999999999,312.659,137.335,54.767999999999994,58.157000000000004,151.433,231.02299999999997
New Zealand,NZL,NZD,4.35,1.64,2.65243902439024,1.7611336032388636,19952.5810735632,7.385999999999999,-19.33,-21.18,14.399000000000001,111.175,26.834999999999997,-17.29,-15.479000000000001,34.369,76.902
Pakistan,PAK,PKR,110.0,57.76,1.90443213296399,44.534412955465605,1013.76973454545,-22.897000000000002,-42.079,-43.408,-17.862000000000002,51.622,10.561,-27.901999999999997,-26.323999999999998,17.128,54.20399999999999
Peru,PER,PEN,8.99,3.49,2.57593123209169,3.639676113360323,2052.55324026696,4.289,-21.657,-23.454,11.099,105.084,47.809000000000005,-3.6130000000000004,-1.502,56.589,106.156
Philippines,PHL,PHP,69.0,55.9,1.23434704830054,27.93522267206485,2061.82344333333,-50.026,-62.458999999999996,-63.32,-46.763,-1.727,-29.18,-53.81700000000001,-52.806,-24.973,-1.2229999999999999
Poland,POL,PLN,6.3,3.87,1.62790697674419,2.550607287449399,8690.48093333334,-34.093,-50.489,-51.625,-29.788999999999998,29.605999999999998,-13.038,-43.292,-42.05,-7.872999999999999,21.288999999999998
Russia,RUS,RUB,42.0,29.0,1.44827586206897,17.004048582996003,5753.79037071429,-41.365,-55.952999999999996,-56.962999999999994,-37.536,15.305,-20.197000000000003,-47.96,-46.82,-15.456,11.305
Saudi Arabia,SAU,SAR,2.4,3.7502,0.639965868487014,0.9716599190283399,42560.80465,-74.09,-80.536,-80.983,-72.398,-49.049,-74.71900000000001,-83.514,-83.153,-73.218,-64.74
Singapore,SGP,SGD,3.3,1.71,1.92982456140351,1.3360323886639682,30944.3635878788,-21.869,-41.307,-42.653,-16.767000000000003,53.644000000000005,-16.286,-45.410000000000004,-44.214,-11.314,16.76
Sweden,SWE,SEK,30.0,7.61,3.94218134034166,12.145748987854263,24799.526427,59.602,19.896,17.146,70.025,213.858,80.369,17.62,20.195,91.082,151.569
Thailand,THA,THB,59.0,40.8,1.44607843137255,23.886639676113376,4097.14465186441,-41.454,-56.02,-57.028,-37.631,15.129999999999999,-18.876,-47.098,-45.94,-14.057,13.148000000000001
Turkey,TUR,TRY,3950000.0,1531000.0,2.58001306335728,1599190.283400808,0.00439453583037975,4.454000000000001,-21.532,-23.333000000000002,11.275,105.40899999999999,51.518,-1.194,0.9690000000000001,60.51800000000001,111.329
Taiwan,TWN,TWD,75.0,33.4,2.24550898203593,30.364372469635647,15915.587272,-9.089,-31.706,-33.273,-3.152,78.777,11.569,-27.245,-25.652,18.197,55.611
Ukraine,UKR,UAH,7.25,5.3315,1.35984244584076,2.935222672064782,,-44.946000000000005,-58.642,-59.59100000000001,-41.349999999999994,8.264000000000001,,,,,
Uruguay,URY,UYU,29.8,29.735,1.00218597612241,12.064777327935165,,-59.426,-69.52000000000001,-70.219,-56.776,-20.211000000000002,,,,,
United States,USA,USD,2.47,1.0,2.47,1.0,39405.354,0.0,-24.878,-26.601999999999997,6.531000000000001,96.65,0.0,-34.788999999999994,-33.361000000000004,5.94,39.475
Venezuela,VEN,VEF,4400.0,2977.0,1.4779979845482,1781.37651821862,,-40.162,-55.04900000000001,-56.08,-36.254,17.671,,,,,
South Africa,ZAF,ZAR,12.4,6.66,1.86186186186186,5.020242914979752,6342.73092741936,-24.621000000000002,-43.374,-44.673,-19.698,48.233,1.949,-33.518,-32.063,8.004,42.193000000000005
