Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
Argentina,ARG,ARS,4.1,2.88,1.42361111111111,1.6666666666666654,5589.438,-42.13,-52.244,-54.723,-34.796,19.066,-15.354000000000001,-40.817,-42.278999999999996,-3.9669999999999996,13.544999999999998
Australia,AUS,AUD,3.0,1.61,1.86335403726708,1.219512195121951,32720.5051,-24.254,-37.492,-40.737,-14.655999999999999,55.84400000000001,-20.176,-44.188,-45.567,-9.439,7.0760000000000005
Brazil,BRA,BRL,4.55,3.07,1.48208469055375,1.8495934959349642,4620.44228571429,-39.753,-50.282000000000004,-52.86300000000001,-32.118,23.956,-10.639,-37.519999999999996,-39.062999999999995,1.3820000000000001,19.869999999999997
Canada,CAN,CAD,3.2,1.45,2.20689655172414,1.3008130081300826,29310.6001875,-10.289,-25.968000000000004,-29.811,1.079,84.577,-2.017,-31.491999999999997,-33.184000000000005,11.162999999999998,31.435000000000002
Switzerland,CHE,CHF,6.3,1.37,4.5985401459854,2.5609756097560967,25960.4565333333,86.933,54.262,46.255,110.62,284.605,111.743,48.048,44.39,140.226,184.03300000000002
Chile,CHL,CLP,1400.0,716.0,1.95530726256983,569.1056910569098,5423.0325096,-20.516000000000002,-34.408,-37.812,-10.444,63.535,16.538,-18.519,-20.531,32.214,56.324
China,CHN,CNY,9.9,8.28,1.19565217391304,4.024390243902427,2346.99406060606,-51.396,-59.891000000000005,-61.973,-45.237,0.0,-25.451,-47.876999999999995,-49.164,-15.423,0.0
Czech Republic,CZE,CZK,56.57,28.9,1.95743944636678,22.99593495934957,11471.2098667138,-20.429,-34.336,-37.744,-10.346,63.712999999999994,7.3580000000000005,-24.937,-26.790999999999997,21.799,44.01
Denmark,DNK,DKK,27.75,6.78,4.0929203539823,11.280487804878046,23288.0892691892,66.379,37.3,30.174,87.46199999999999,242.31699999999998,94.209,35.788,32.434000000000005,120.333,160.513
Egypt,EGY,EGP,8.0,5.92,1.35135135135135,3.2520325203252,1839.47853,-45.067,-54.668000000000006,-57.021,-38.106,13.022,-15.097,-40.637,-42.104,-3.6769999999999996,13.889000000000001
Euro area,EUZ,EUR,2.71,0.909090909,2.9810000002981,1.1016260162601625,22322.8281182452,21.179000000000002,0.0,-5.191,36.534,149.32000000000002,43.024,0.0,-2.4699999999999998,62.263000000000005,91.853
Britain,GBR,GBP,1.99,0.632911392,3.14420000201229,0.8089430894308949,24809.3880301508,27.813,5.475,0.0,44.009,162.969,46.646,2.533,0.0,66.372,96.712
Hong Kong,HKG,HKD,11.5,7.8,1.47435897435897,4.674796747967466,41261.7008608696,-40.067,-50.541000000000004,-53.108999999999995,-32.472,23.31,-41.949,-59.411,-60.414,-34.14,-22.13
Hungary,HUN,HUF,490.0,224.0,2.1875,199.1869918699187,8601.97425502041,-11.077,-26.619,-30.427,0.191,82.955,24.695,-12.814999999999998,-14.969,41.467999999999996,67.266
Indonesia,IDN,IDR,16100.0,8740.0,1.84210526315789,6544.7154471544545,1426.83995559503,-25.118000000000002,-38.205,-41.413,-15.629000000000001,54.067,16.462,-18.572,-20.583000000000002,32.128,56.223
Japan,JPN,JPY,262.0,120.0,2.18333333333333,106.50406504065025,38653.7031373282,-11.247,-26.758,-30.56,0.0,82.606,-11.857,-38.372,-39.894,0.0,18.236
