Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
UAE,ARE,AED,10.0,3.6726,2.72286663399227,3.460207612456751,,-5.783,-28.519,-28.976000000000003,18.236,92.44,,,,,
Argentina,ARG,ARS,8.25,3.08875,2.67098340752732,2.85467128027682,6435.19382666667,-7.578,-29.881,-30.329,15.983,88.773,31.266,-14.235000000000001,-8.53,61.080999999999996,84.69200000000001
Australia,AUS,AUD,3.45,1.266865,2.72325780568569,1.1937716262975784,42227.2777217391,-5.7700000000000005,-28.509,-28.965999999999998,18.253,92.467,-2.888,-36.55,-32.329,19.17,36.638
Brazil,BRA,BRL,6.4,2.1335,2.99976564330912,2.214532871972321,5959.5435078125,3.798,-21.25,-21.753,30.259000000000004,112.01,48.168,-3.1919999999999997,3.248,81.82300000000001,108.47500000000001
Canada,CAN,CAD,3.63,1.17485,3.08975613908159,1.2560553633218015,36628.8846363636,6.912,-18.887,-19.406000000000002,34.166999999999994,118.37,15.123000000000001,-24.783,-19.779,41.272,61.97899999999999
Switzerland,CHE,CHF,6.3,1.2485,5.04605526631958,2.179930795847749,34062.3161714286,74.604,32.47,31.623,119.116,256.632,91.96,25.419999999999998,33.763,135.561,170.089
Chile,CHL,CLP,1670.0,540.15,3.09173377765436,577.8546712802777,8635.55455897605,6.98,-18.834999999999997,-19.354,34.253,118.51,48.491,-2.98,3.473,82.22,108.929
China,CHN,CNY,11.0,7.7743,1.41491838493498,3.8062283737024276,4389.13153909091,-51.041000000000004,-62.855000000000004,-63.092999999999996,-38.56,0.0,-28.927000000000003,-53.563,-50.474,-12.784,0.0
Colombia,COL,COP,6900.0,2239.325,3.08128565527559,2387.543252595159,3790.15326116667,6.619,-19.11,-19.627,33.799,117.771,55.783,1.7840000000000003,8.555,91.168,119.189
Costa Rica,CRI,CRC,1130.0,509.535,2.21770830266812,391.0034602076126,,-23.263,-41.78,-42.153,-3.6999999999999997,56.738,,,,,
Czech Republic,CZE,CZK,52.1,21.50115,2.42312620487741,18.027681660899628,19157.5658754319,-16.155,-36.388,-36.795,5.220000000000001,71.256,4.9750000000000005,-31.413000000000004,-26.85,28.819,47.701
Denmark,DNK,DKK,27.75,5.75305,4.82352838928916,9.602076124567473,32279.8436482883,66.904,26.628,25.818,109.453,240.905,86.209,21.663,29.756,128.504,161.998
Egypt,EGY,EGP,9.09,5.7,1.59473684210526,3.145328719723177,2860.04987128713,-44.818999999999996,-58.135000000000005,-58.402,-30.751,12.709000000000001,-18.55,-46.783,-43.242999999999995,-0.05,14.601
Euro area,EUZ,EUR,2.94,0.771813376,3.80921099765962,1.0173010380622836,27554.9812903905,31.807000000000002,0.0,-0.64,65.408,169.218,53.053,0.0,6.651999999999999,87.818,115.34800000000001
Britain,GBR,GBP,1.94,0.506034461,3.83373099959688,0.6712802768166085,36051.1172989691,32.655,0.644,0.0,66.473,170.95100000000002,43.507,-6.237,0.0,76.103,101.91600000000001
Hong Kong,HKG,HKD,12.0,7.79845,1.53876731914675,4.152249134948087,52439.3890933333,-46.755,-59.604,-59.862,-33.182,8.753,-49.111,-66.751,-64.539,-37.552,-28.398
Hungary,HUN,HUF,590.0,194.4237,3.03460946376393,204.15224913494782,11834.001767,5.0040000000000004,-20.335,-20.843999999999998,31.772,114.472,41.089,-7.817,-1.685,73.136,98.51299999999999
Indonesia,IDN,IDR,15900.0,9090.0,1.74917491749175,5501.7301038062305,2939.70538791258,-39.475,-54.08,-54.374,-24.044999999999998,23.624000000000002,-10.74,-41.681000000000004,-37.801,9.533999999999999,25.589000000000002
