Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
United Arab Emirates,ARE,AED,14.75,3.67315,4.01562691422893,2.9918864097363076,46213.5917159322,-18.547,-20.421,-15.468000000000002,13.194,16.161,-9.725999999999999,-23.982999999999997,-16.426,18.602,-4.787
Argentina,ARG,ARS,380.0,96.33375,3.94461961669716,77.079107505071,7779.56632360526,-19.987,-21.829,-16.963,11.193,14.107,15.059000000000001,-3.113,6.519,51.164,21.354
Australia,AUS,AUD,6.55,1.366586949,4.79296250033191,1.3286004056795127,58053.9029419847,-2.78,-5.017,0.8959999999999999,35.106,38.647,0.64,-15.254000000000001,-6.83,32.221,6.146999999999999
Azerbaijan,AZE,AZN,3.95,1.699,2.32489699823426,0.8012170385395554,9082.09467594937,-52.842,-53.927,-51.059,-34.465,-32.747,-32.863,-43.466,-37.846000000000004,-11.795,-29.189999999999998
Bahrain,BHR,BHD,1.5,0.377,3.97877984084881,0.30425963488843843,29061.91616,-19.295,-21.152,-16.244,12.156,15.095,-0.359,-16.096,-7.754999999999999,30.908,5.093
Brazil,BRA,BRL,22.9,5.24865,4.36302668305183,4.645030425963486,8151.24111746725,-11.5,-13.536999999999999,-8.155,22.987,26.21,26.898,6.856,17.479,66.719,33.841
Canada,CAN,CAD,6.77,1.2741,5.31355466603877,1.3732251521298169,42555.5175051699,7.779999999999999,5.3,11.855,49.781,53.705999999999996,22.117,2.831,13.053,60.438,28.799000000000003
Switzerland,CHE,CHF,6.5,0.92275,7.04416147385532,1.318458417849898,61321.9946153846,42.884,39.596,48.285,98.564,103.768,45.265,22.322,34.483000000000004,90.849,53.213
Chile,CHL,CLP,2990.0,759.285,3.93791527555529,606.4908722109531,17053.8805741538,-20.122999999999998,-21.961,-17.104,11.004,13.913,7.17,-9.756,-0.7849999999999999,40.8,13.034
China,CHN,CNY,22.4,6.4797,3.45695016744602,4.543610547667338,15985.172196875,-29.879,-31.493,-27.228,-2.554,0.0,-5.188000000000001,-20.162,-12.225,24.564,0.0
Colombia,COL,COP,12950.0,3842.11,3.37054378974053,2626.77484787018,7546.05134888957,-31.631999999999998,-33.205,-29.047,-4.99,-2.4989999999999997,-1.508,-17.064,-8.819,29.398999999999997,3.881
Costa Rica,CRI,CRC,2370.0,617.74,3.83656554537508,480.7302231237326,14803.0902441688,-22.179,-23.97,-19.237000000000002,8.147,10.981,6.1370000000000005,-10.626,-1.7409999999999999,39.443,11.944
Czech Republic,CZE,CZK,89.0,21.80065,4.08244708299982,18.052738336714004,29550.9211982022,-17.192,-19.097,-14.061000000000002,15.078,18.093999999999998,1.9060000000000001,-14.188999999999998,-5.6579999999999995,33.884,7.481999999999999
Denmark,DNK,DKK,30.0,6.3239,4.7439080314363,6.0851926977687665,65502.1002286667,-3.775,-5.989,-0.13699999999999998,33.723,37.228,-4.359,-19.464000000000002,-11.458,25.653,0.874
Egypt,EGY,EGP,42.5,15.67,2.71218889597958,8.620689655172418,7094.449336,-44.986,-46.251999999999995,-42.906,-23.548,-21.544,-20.468,-33.028999999999996,-26.371,4.49,-16.116
Euro area,EUZ,EUR,4.29,0.850159405,5.0461124993377,0.8701825557809335,38710.3407146855,2.355,0.0,6.225,42.242000000000004,45.97,18.756,0.0,9.940999999999999,56.021,25.253999999999998
Britain,GBR,GBP,3.49,0.734672887,4.75041349933471,0.7079107505071002,44312.5902206304,-3.643,-5.86,0.0,33.907,37.416,8.018,-9.042,0.0,41.913,13.927999999999999
Guatemala,GTM,GTQ,26.0,7.7448,3.35709120958579,5.2738336713996,6351.24694615385,-31.905,-33.472,-29.331000000000003,-5.369,-2.889,-0.984,-16.622,-8.333,30.087000000000003,4.434
Hong Kong,HKG,HKD,21.0,7.7729,2.70169434831273,4.259634888438137,84583.2282428571,-45.199,-46.46,-43.126999999999995,-23.843,-21.847,-50.577000000000005,-58.382999999999996,-54.245,-35.068,-47.873
