Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,Year
Poland,POL,PLN,17.75,4.3373,4.09240771908791,3.3115671641791025,24600.0675695775,-23.649,-21.768,-12.316,29.859,15.68,-9.337,-16.400000000000002,-3.665,45.53,13.38,2023
Qatar,QAT,QAR,14.0,3.64175,3.84430562229697,2.6119402985074607,112285.9566,-28.278,-26.511000000000003,-17.631,21.986,8.667,-35.113,-40.168,-31.054,4.154999999999999,-18.855,2023
Romania,ROU,RON,12.3,4.51885,2.72193146486385,2.2947761194029863,32261.8513300813,-49.218,-47.966,-41.68,-13.628000000000002,-23.06,-41.301,-45.874,-37.629000000000005,-5.778,-26.594,2023
Saudi Arabia,SAU,SAR,19.0,3.7545,5.06059395392196,3.544776119402985,36448.9298189474,-5.586,-3.26,8.429,60.581,43.047,7.568999999999999,-0.8099999999999999,14.299,72.668,34.522000000000006,2023
Singapore,SGP,SGD,5.9,1.32015,4.46918910729841,1.1007462686567155,110755.527837288,-16.619999999999997,-14.565,-4.243,41.815000000000005,26.33,-24.251,-30.152,-19.512,21.59,-5.271,2023
Sweden,SWE,SEK,57.4,10.2154,5.61896744131409,10.708955223880588,52998.0721867596,4.831,7.414999999999999,20.393,78.29899999999999,58.831,13.041,4.234999999999999,20.113,81.45,41.364,2023
Thailand,THA,THB,128.0,32.8225,3.89976388148374,23.88059701492538,10384.176528125,-27.243,-25.45,-16.442999999999998,23.746,10.234,-8.993,-16.083,-3.3000000000000003,46.082,13.809,2023
Turkey,TUR,TRY,75.0,18.8055,3.98819494296881,13.992537313432829,12580.2250197333,-25.593,-23.76,-14.548,26.552,12.734000000000002,-7.691000000000001,-14.882,-1.916,48.173,15.438,2023
Taiwan,TWN,TWD,75.0,30.369,2.46962362935889,13.99253731343286,69463.6308789333,-53.925,-52.790000000000006,-47.086,-21.635,-30.191000000000003,-52.831,-56.505,-49.88,-24.285,-41.012,2023
Ukraine,UKR,UAH,92.0,36.917,2.49207682097679,17.16417910447764,8633.98628608696,-53.506,-52.35999999999999,-46.604,-20.922,-29.557,-41.459,-46.019,-37.797,-6.032,-26.791,2023
Uruguay,URY,UYU,268.0,39.125,6.84984025559105,49.999999999999964,16250.8067,27.796,30.944,46.766000000000005,117.357,93.624,56.406,44.222,66.191,151.059,95.595,2023
United States,USA,USD,5.36,1.0,5.36,1.0,77191.871,0.0,2.464,14.844,70.082,51.51,0.0,-7.79,6.256,60.517,25.056,2023
Venezuela,VEN,VES,56.3,20.7081,2.71874290736475,10.50373134328358,,-49.277,-48.027,-41.748000000000005,-13.73,-23.15,,,,,,2023
Vietnam,VNM,VND,72000.0,23450.0,3.07036247334755,13432.83582089553,7146.97688694,-42.717,-41.306,-34.214,-2.572,-13.21,-27.467,-33.117000000000004,-22.929,16.428,-9.293,2023
South Africa,ZAF,ZAR,49.9,17.21,2.89947704822777,9.3097014925373,11748.4748665331,-45.905,-44.572,-37.875,-7.994999999999999,-18.041,-32.681,-37.925,-28.47,8.058,-15.814,2023
United Arab Emirates,ARE,AED,18.0,3.67295,4.90069290352442,3.163444639718808,60261.7455688889,-13.872000000000002,-16.475,-14.179,61.026,41.165,-7.52,-21.237,-17.206,60.91,21.637,2024
Argentina,ARG,ARS,3150.0,821.44,3.83472925594079,553.6028119507913,7445.87234388254,-32.606,-34.642,-32.846,26.001,10.46,-11.506,-24.632,-20.775,53.975,16.395,2024
Australia,AUS,AUD,7.7,1.51745068285281,5.07429999999999,1.353251318101933,72730.8192376623,-10.821,-13.516,-11.139,66.73,46.166,-8.193999999999999,-21.812,-17.810000000000002,59.737,20.75,2024
Azerbaijan,AZE,AZN,5.95,1.7025,3.49486049926579,1.045694200351495,12234.1961882353,-38.579,-40.435,-38.798,14.832999999999998,0.67,-20.947,-32.672000000000004,-29.226000000000003,37.549,3.978,2024
Bahrain,BHR,BHD,1.7,0.37695,4.50988194720785,0.2987697715289981,35567.7950470588,-20.74,-23.135,-21.023,48.185,29.908,-6.967,-20.766,-16.711000000000002,61.873,22.365,2024
Brazil,BRA,BRL,23.9,4.96975,4.80909502490065,4.200351493848858,12654.2343129707,-15.482,-18.036,-15.783,58.016,38.527,8.593,-7.515,-2.781,88.945,42.83,2024
Canada,CAN,CAD,7.47,1.34465,5.55534897556985,1.3128295254833038,55060.1030803213,-2.366,-5.317,-2.715,82.536,60.023,6.75,-9.084,-4.431,85.74000000000001,40.407,2024
Switzerland,CHE,CHF,7.1,0.86935,8.1670213377811,1.2478031634446392,72303.1794140845,43.533,39.195,43.021,168.35,135.253,47.97,26.021,32.471,157.459,94.622,2024
Chile,CHL,CLP,4050.0,908.85,4.4561808879353,711.7750439367306,19839.3168562049,-21.684,-24.051,-21.963,46.42,28.361,-2.276,-16.771,-12.511,70.035,28.535,2024
China,CHN,CNY,25.0,7.2013,3.47159540638496,4.393673110720565,20176.3442036,-38.988,-40.832,-39.205,14.069,0.0,-23.971,-35.248000000000005,-31.934,32.287,0.0,2024
Colombia,COL,COP,19900.0,3911.86,5.08709411891019,3497.36379613357,8621.58445550754,-10.596,-13.297999999999998,-10.915,67.15100000000001,46.535,16.814999999999998,-0.512,4.58,103.252,53.645,2024
Costa Rica,CRI,CRC,2950.0,516.455,5.71201750394516,518.453427065026,17197.1713958441,0.387,-2.647,0.029,87.684,64.536,26.606,7.827000000000001,13.346,120.288,66.523,2024
Czech Republic,CZE,CZK,105.0,22.7725,4.61082445932594,18.45342706502636,36809.0085709524,-18.966,-21.415,-19.255,51.501,32.816,-5.328,-19.37,-15.243,64.725,24.521,2024
Denmark,DNK,DKK,39.0,6.85195,5.69181036055429,6.854130052724072,68654.2925769231,0.032,-2.991,-0.325,87.02,63.954,4.386,-11.098,-6.547,81.626,37.297,2024
Egypt,EGY,EGP,85.0,30.9,2.75080906148867,14.938488576449894,6434.64394058824,-51.655,-53.116,-51.828,-9.615,-20.762,-36.247,-45.704,-42.925,10.926,-16.147,2024
Euro area,EUZ,EUR,5.39,0.91865,5.86730528492897,0.9472759226713529,43738.4637050667,3.116,0.0,2.748,92.787,69.009,17.416,0.0,5.118,104.298,54.435,2024
Britain,GBR,GBP,4.49,0.78629,5.71036131707131,0.7891036906854132,50040.7240089087,0.358,-2.675,0.0,87.63,64.488,11.699,-4.869,0.0,94.351,46.916,2024
Guatemala,GTM,GTQ,29.0,7.8149,3.71086002380069,5.096660808435854,8251.45807827586,-34.782999999999994,-36.754,-35.015,21.931,6.892,-14.655,-27.314,-23.593,48.496,12.253,2024
Hong Kong,HKG,HKD,23.0,7.818,2.94192888206703,4.042179261862924,96906.2190526087,-48.297,-49.859,-48.481,-3.335,-15.257,-50.71600000000001,-58.026,-55.87800000000001,-14.248,-35.177,2024
Honduras,HND,HNL,102.0,24.68,4.13290113452188,17.926186291739892,4570.51369803922,-27.366,-29.56,-27.625,35.798,19.049,-3.453,-17.774,-13.566,67.986,26.986,2024
Hungary,HUN,HUF,1400.0,352.0509,3.97669768774913,246.0456942003515,31770.7513167643,-30.111,-32.223,-30.36,30.665,14.55,-16.773,-29.118,-25.49,44.81,9.466,2024
Indonesia,IDN,IDR,38000.0,15635.0,2.43044451551007,6678.383128295244,11276.1109053387,-57.286,-58.57599999999999,-57.438,-20.141,-29.991,-44.805,-52.992,-50.586,-3.963,-27.403,2024
India,IND,INR,215.0,83.06625,2.58829548703595,37.78558875219682,5479.05955251163,-54.51200000000001,-55.886,-54.674,-14.954,-25.444,-39.77,-48.704,-46.078,4.797,-20.781,2024
Israel,ISR,ILS,17.0,3.76425,4.51617188018862,2.987697715289984,64098.73764,-20.630000000000003,-23.028,-20.913,48.391,30.089,-15.89,-28.366000000000003,-24.699,46.347,10.628,2024
Jordan,JOR,JOD,2.5,0.709,3.52609308885755,0.4393673110720567,7257.567688,-38.03,-39.903,-38.251000000000005,15.86,1.5699999999999998,-18.564,-30.643,-27.093,41.695,7.112,2024
Japan,JPN,JPY,450.0,147.86,3.04341945083187,79.08611599297018,60053.9480206889,-46.513,-48.129,-46.704,0.0,-12.334,-42.527,-51.052,-48.547,0.0,-24.407,2024
South Korea,KOR,KRW,5500.0,1338.9,4.10784972738815,966.6080843585224,44834.7272542836,-27.806,-29.987,-28.063,34.975,18.327,-18.122,-30.267,-26.698,42.463,7.692,2024
Kuwait,KWT,KWD,1.4,0.30775,4.54914703493095,0.2460456942003515,40745.3137214286,-20.05,-22.466,-20.335,49.475,31.039,-7.954,-21.607000000000003,-17.595,60.154,21.066,2024
Lebanon,LBN,LBP,430000.0,89500.0,4.80446927374302,75571.17750439372,,-15.563,-18.115,-15.864,57.864,38.394,,,,,,2024
Sri Lanka,LKA,LKR,1820.0,319.95,5.68838881075168,319.85940246045686,,-0.0279999999999999,-3.049,-0.385,86.908,63.855,,,,,,2024
Moldova,MDA,MDL,63.0,17.7,3.55932203389831,11.072056239015833,11182.412401746,-37.446,-39.336,-37.669,16.951,2.527,-19.137,-31.131,-27.606,40.698,6.358,2024
Mexico,MEX,MXN,89.0,17.1385,5.19298655074832,15.641476274165216,15488.1503992135,-8.735,-11.493,-9.06,70.63000000000001,49.585,15.905,-1.287,3.765,101.668,52.447,2024
Malaysia,MYS,MYR,13.15,4.7265,2.78218554956099,2.311072056239019,24806.2975125475,-51.104000000000006,-52.582,-51.278,-8.584,-19.859,-40.178,-49.052,-46.444,4.087,-21.318,2024
Nicaragua,NIC,NIO,159.0,36.6243,4.34137990350669,27.943760984182784,3398.50577213837,-23.702,-26.007,-23.974,42.648,25.054,1.927,-13.192,-8.749,77.348,34.063,2024
Norway,NOR,NOK,75.0,10.5057,7.13898169565093,13.18101933216168,70314.7924029333,25.465,21.674,25.018,134.571,105.64,30.201,10.889,16.564,126.543,71.251,2024
New Zealand,NZL,NZD,8.2,1.63813580145794,5.00569,1.4411247803163436,53683.5463914634,-12.027,-14.685,-12.34,64.476,44.190000000000005,-3.344,-17.681,-13.468,68.176,27.129,2024
Oman,OMN,OMR,1.42,0.385,3.68831168831169,0.249560632688928,33315.3426901409,-35.179,-37.138,-35.410000000000004,21.19,6.243,-23.263,-34.645,-31.3,33.519,0.931,2024
Pakistan,PAK,PKR,1065.0,279.75,3.80697050938338,187.1704745166961,1939.76461264789,-33.094,-35.116,-33.332,25.089,9.661,-10.056,-23.398,-19.477,56.497,18.301,2024
Peru,PER,PEN,15.9,3.7418,4.24929178470255,2.794376098418278,10627.4742389937,-25.32,-27.577,-25.586,39.622,22.402,-3.238,-17.591,-13.373,68.36,27.269,2024
Philippines,PHL,PHP,161.0,56.3,2.85968028419183,28.295254833040424,7604.10610434783,-49.742,-51.261,-49.921,-6.037,-17.626,-34.050999999999995,-43.833,-40.959,14.747,-13.259000000000002,2024
Poland,POL,PLN,19.9,4.00785,4.96525568571678,3.497363796133567,26421.6413809045,-12.737000000000002,-15.374,-13.048000000000002,63.147,43.025000000000006,6.088,-9.648,-5.024,84.587,39.535,2024
Qatar,QAT,QAR,14.0,3.641,3.84509750068662,2.460456942003512,116423.169253571,-32.424,-34.466,-32.665,26.341,10.759,-39.22,-48.235,-45.586,5.754,-20.057,2024
Romania,ROU,RON,15.65,4.57225,3.42282246158893,2.7504393673110696,30235.9648383387,-39.845000000000006,-41.663,-40.059,12.466,-1.405,-27.942,-38.63,-35.489,25.377,-5.223,2024
Saudi Arabia,SAU,SAR,19.0,3.7506,5.06585612968592,3.339191564147629,36531.71184,-10.969,-13.66,-11.287,66.45299999999999,45.923,4.124,-11.321,-6.782000000000001,81.17,36.952,2024
Singapore,SGP,SGD,6.65,1.3415,4.95713753261275,1.1687170474516702,97353.2158601504,-12.88,-15.512999999999998,-13.19,62.881,42.791,-17.07,-29.371,-25.756,44.294,9.076,2024
Sweden,SWE,SEK,61.29,10.44965,5.8652682147249,10.77152899824254,55382.5072649698,3.08,-0.0349999999999999,2.713,92.72,68.95,12.578,-4.12,0.787,95.88,48.072,2024
Thailand,THA,THB,135.0,35.6775,3.78389741433677,23.725834797891054,10762.5461938519,-33.499,-35.509,-33.736,24.33,8.996,-13.884,-26.658,-22.904,49.837,13.266,2024
Turkey,TUR,TRY,120.0,30.25475,3.96631933828572,21.08963093145868,14442.6615140833,-30.293,-32.4,-30.542,30.324,14.251,-11.094,-24.282,-20.406,54.691,16.936,2024
Taiwan,TWN,TWD,75.0,31.3475,2.39253528989553,13.181019332161709,76690.0930441334,-57.952000000000005,-59.223000000000006,-58.102,-21.387,-31.083,-57.273,-63.611,-61.748000000000005,-25.658,-43.802,2024
Ukraine,UKR,UAH,110.0,37.4443,2.93769679230217,19.332161687170498,10119.7813863636,-48.371,-49.931,-48.555,-3.474,-15.379,-32.963,-42.907,-39.985,16.64,-11.828,2024
Uruguay,URY,UYU,275.0,39.065,7.039549468834,48.330404217926215,17395.9774929455,23.718,19.979,23.277,131.304,102.776,55.905,32.78,39.576,171.26600000000002,105.059,2024
United States,USA,USD,5.69,1.0,5.69,1.0,81632.253,0.0,-3.022,-0.357,86.961,63.902,0.0,-14.832999999999998,-10.474,73.995,31.528,2024
Venezuela,VEN,VES,178.13,36.1007,4.93425335242807,31.305799648506152,,-13.282,-15.903,-13.591,62.129,42.132,,,,,,2024
Vietnam,VNM,VND,74000.0,24565.0,3.01241603907999,13005.272407732857,7836.2379900173,-47.058,-48.658,-47.246,-1.019,-13.227,-30.597,-40.891,-37.866,20.758,-8.715,2024
South Africa,ZAF,ZAR,51.9,19.18625,2.70506221903707,9.121265377855885,12419.7605603083,-52.459,-53.896,-52.629000000000005,-11.118,-22.08,-38.859,-47.928,-45.262,6.383,-19.582,2024
UAE,ARE,AED,10.0,3.673,2.72257010618023,2.915451895043728,,-20.625,-41.033,-26.183,-21.245,48.82,,,,,,2009
Argentina,ARG,ARS,11.5,3.81125,3.01738274844211,3.352769679300289,8627.22756608696,-12.03,-34.648,-18.19,-12.717,64.935,26.104,-18.834,8.495,21.164,61.24699999999999,2009
Australia,AUS,AUD,4.34,1.2869,3.37244541145388,1.265306122448979,45469.0355,-1.678,-26.958,-8.563,-2.447,84.343,0.614,-35.24,-13.435,-3.327,28.654000000000003,2009
Brazil,BRA,BRL,8.03,1.9971,4.0208302037955,2.3411078717201144,7125.54564508095,17.224999999999998,-12.915,9.017,16.309,119.785,70.831,9.955,46.977,64.139,118.439,2009
Canada,CAN,CAD,3.89,1.16085,3.35099280699487,1.13411078717201,44009.5020385604,-2.303,-27.422,-9.145,-3.067,83.17099999999999,1.12,-34.914,-13.0,-2.841,29.301,2009
Switzerland,CHE,CHF,6.5,1.08605,5.98499148289674,1.8950437317784268,42672.3983430769,74.49,29.626,62.271,73.125,227.149,82.52199999999999,17.479,57.035,75.371,133.388,2009
Chile,CHL,CLP,1750.0,548.55,3.19022878497858,510.204081632653,11018.2219182,-6.99,-30.904,-13.503000000000002,-7.718,74.383,29.947000000000003,-16.36,11.802,24.857000000000003,66.161,2009
China,CHN,CNY,12.5,6.8327,1.82943785033735,3.644314868804668,6572.019944,-46.664,-60.377,-50.39900000000001,-47.081,0.0,-21.795,-49.663,-32.715,-24.858,0.0,2009
Colombia,COL,COP,7000.0,2095.6,3.34033212445123,2040.8163265306116,5413.6379185,-2.614,-27.653,-9.434,-3.376,82.588,44.658,-6.891,24.459,38.991,84.97200000000001,2009
Costa Rica,CRI,CRC,2000.0,582.57,3.43306383782206,583.0903790087457,,0.089,-25.645,-6.92,-0.6930000000000001,87.657,,,,,,2009
Czech Republic,CZE,CZK,67.92,18.66155,3.63956906044782,19.801749271137027,19738.8070441696,6.11,-21.172,-1.321,5.28,98.945,35.702,-12.656,16.753,30.385,73.519,2009
Denmark,DNK,DKK,29.5,5.3375,5.52693208430913,8.600583090379002,38251.8350840678,61.135,19.705,49.851,59.875,202.111,74.68299999999999,12.434,50.291,67.84,123.364,2009
Egypt,EGY,EGP,13.0,5.58475,2.32776758135995,3.7900874635568456,3303.67837692308,-32.135000000000005,-49.584,-36.887,-32.666000000000004,27.24,3.264,-33.535,-11.155,-0.781,32.042,2009
Euro area,EUZ,EUR,3.31,0.716897269,4.6171189975617,0.9650145772594754,30869.1443829904,34.61,0.0,25.184,33.556999999999995,152.379,55.365,0.0,33.67,49.278,98.663,2009
Britain,GBR,GBP,2.29,0.620886626,3.68827400060635,0.6676384839650141,38608.3166550218,7.53,-20.117,0.0,6.689,101.607,16.23,-25.189,0.0,11.676,48.621,2009
Hong Kong,HKG,HKD,13.3,7.7505,1.71601832139862,3.877551020408165,63233.5571368421,-49.97,-62.834,-53.474,-50.361,-6.2,-55.011,-71.043,-61.293,-56.774,-42.473,2009
Hungary,HUN,HUF,720.0,199.1577,3.61522552228711,209.91253644314855,12923.4151755139,5.4,-21.7,-1.981,4.5760000000000005,97.614,44.342,-7.095,24.187,38.688,84.568,2009
Indonesia,IDN,IDR,20900.0,10200.0,2.04901960784314,6093.294460641408,3846.90182895455,-40.262,-55.621,-44.445,-40.729,12.003,-9.668,-41.858,-22.282,-13.207,15.506,2009
Israel,ISR,ILS,15.0,3.97425,3.77429703717683,4.373177842565602,24765.9907506667,10.038,-18.254,2.332,9.177,106.309,34.178,-13.637,15.442,28.921000000000003,71.571,2009
Japan,JPN,JPY,320.0,92.565,3.45703019499811,93.29446064139944,44306.5860564688,0.788,-25.126,-6.2700000000000005,0.0,88.967,4.077,-33.011,-10.456,0.0,33.082,2009
South Korea,KOR,KRW,3400.0,1314.5,2.58653480410803,991.2536443148704,23736.7810670324,-24.591,-43.979,-29.871,-25.180000000000003,41.384,-7.163,-40.246,-20.127,-10.8,18.709,2009
Sri Lanka,LKA,LKR,210.0,114.86,1.82831272853909,61.22448979591833,,-46.696,-60.401,-50.429,-47.113,-0.062,,,,,,2009
Mexico,MEX,MXN,33.0,13.8104,2.38950356253258,9.6209912536443,12075.4223693939,-30.335,-48.247,-35.214,-30.880000000000003,30.614,-3.748,-38.048,-17.188,-7.518,23.076,2009
Malaysia,MYS,MYR,6.77,3.602,1.87951138256524,1.9737609329446049,14804.3714475628,-45.204,-59.29299999999999,-49.041,-45.632,2.737,-26.397,-52.626,-36.675,-29.28,-5.885,2009
Norway,NOR,NOK,40.0,6.50925,6.14510120213542,11.66180758017492,46970.140112,79.157,33.094,66.61200000000001,77.757,235.901,81.221,16.642000000000003,55.916,74.122,131.725,2009
New Zealand,NZL,NZD,4.9,1.59235,3.07721292429428,1.4285714285714275,31115.0161,-10.285,-33.352,-16.567999999999998,-10.987,68.205,3.325,-33.495000000000005,-11.103,-0.7230000000000001,32.12,2009
Pakistan,PAK,PKR,190.0,82.6,2.30024213075061,55.39358600583101,1386.83171715789,-32.938,-50.18,-37.634,-33.462,25.735000000000003,4.353,-32.834,-10.218,0.265,33.434999999999995,2009
Peru,PER,PEN,8.056,3.0274,2.66102926603686,2.3486880466472275,5337.66160129096,-22.419,-42.366,-27.852,-23.026,45.456,15.339,-25.763,-0.767,10.82,47.482,2009
Philippines,PHL,PHP,99.39,48.385,2.0541490131239,28.97667638483962,3087.53618985813,-40.112,-55.510000000000005,-44.306,-40.581,12.283,-8.645999999999999,-41.2,-21.402,-12.225,16.813,2009
Poland,POL,PLN,7.6,3.15525,2.40868393946597,2.2157434402332363,15222.0552197368,-29.776000000000003,-47.831,-34.693000000000005,-30.325000000000003,31.663000000000004,-6.074,-39.545,-19.19,-9.754,20.101,2009
Russia,RUS,RUB,67.0,32.7959,2.04293829411603,19.533527696792977,15861.6493041791,-40.439,-55.753,-44.61,-40.905,11.67,-20.85,-49.056,-31.902,-23.951,1.207,2009
Saudi Arabia,SAU,SAR,11.0,3.7504,2.9330204778157,3.206997084548105,27366.2718381818,-14.489,-36.475,-20.477,-15.158,60.324,1.82,-34.464,-12.398,-2.169,30.195,2009
Singapore,SGP,SGD,4.22,1.4645,2.88152953226357,1.230320699708454,46009.6038483412,-15.989999999999998,-37.59,-21.873,-16.647000000000002,57.509,-14.391000000000002,-44.898,-26.345,-17.745,9.466,2009
Sweden,SWE,SEK,39.0,7.90915,4.93099764197164,11.370262390670554,32421.3511820513,43.761,6.798,33.694,42.637,169.536,63.70099999999999,5.365,40.843,57.288,109.322,2009
Thailand,THA,THB,64.49,34.165,1.88760427337919,18.801749271137037,7759.96344254923,-44.968,-59.117,-48.821,-45.398,3.179,-20.361,-48.741,-31.481,-23.481,1.833,2009
Turkey,TUR,TRY,5.65,1.55005,3.64504370826748,1.6472303206997103,8512.00516637168,6.268999999999999,-21.054,-1.172,5.439,99.244,52.527,-1.827,31.228,46.551,95.033,2009
Taiwan,TWN,TWD,75.0,33.1755,2.2607044355021,21.86588921282797,26036.2134582667,-34.09,-51.036,-38.706,-34.605999999999995,23.574,-20.565,-48.872,-31.657000000000004,-23.677,1.572,2009
Ukraine,UKR,UAH,14.0,7.66,1.82767624020888,4.081632653061231,,-46.715,-60.415,-50.446000000000005,-47.132000000000005,-0.096,,,,,,2009
Uruguay,URY,UYU,61.0,23.17,2.63271471730686,17.78425655976675,,-23.244,-42.979,-28.619,-23.845,43.908,,,,,,2009
United States,USA,USD,3.43,1.0,3.43,1.0,48470.553,0.0,-25.711,-7.002999999999999,-0.782,87.48899999999999,0.0,-35.635,-13.964,-3.917,27.868,2009
South Africa,ZAF,ZAR,17.95,8.2805,2.16774349375038,5.233236151603505,10022.0310111421,-36.8,-53.05,-41.226,-37.295,18.492,-10.759,-42.56,-23.22,-14.255,14.111,2009
UAE,ARE,AED,11.0,3.67285,2.99494942619492,3.1161473087818727,,-15.157000000000002,-30.873,-14.026,-18.406,53.761,,,,,,2010
Argentina,ARG,ARS,14.0,3.93375,3.55894502700985,3.966005665722379,7840.06368642857,0.8200000000000001,-17.854999999999997,2.164,-3.041,82.717,36.562,-1.701,30.305,27.57,81.27600000000001,2010
Australia,AUS,AUD,4.35,1.133722578,3.83691750028815,1.2322946175637386,46946.9355586207,8.695,-11.439,10.144,4.532,96.988,8.807,-21.679,3.822,1.643,44.434000000000005,2010
Brazil,BRA,BRL,8.71,1.77495,4.9071804839573,2.4674220963172835,7162.79838231917,39.014,13.264,40.867,33.69,151.935,89.454,36.372,80.774,76.979,151.48600000000002,2010
Canada,CAN,CAD,4.17,1.04235,4.00057562239171,1.1813031161473089,39609.4036834532,13.331,-7.661999999999999,14.842,8.991,105.39,19.289,-14.134,13.824,11.434,58.347,2010
Switzerland,CHE,CHF,6.5,1.05085,6.18546890612361,1.841359773371104,42485.9189015385,75.226,42.768,77.562,68.515,217.563,80.789,30.135,72.506,68.88499999999999,139.984,2010
Chile,CHL,CLP,1750.0,523.65,3.34192685954359,495.7507082152977,11487.7167306571,-5.328,-22.864,-4.065,-8.953,71.575,24.146,-10.638,18.458,15.970999999999998,64.794,2010
China,CHN,CNY,13.2,6.7769,1.9477932387965,3.739376770538245,6966.66252121212,-44.822,-55.043,-44.086,-46.935,0.0,-24.666,-45.774,-28.118,-29.627,0.0,2010
Colombia,COL,COP,8200.0,1868.45,4.38866440097407,2322.9461756373944,4951.34770905488,24.325,1.2959999999999998,25.983,19.564,125.315,72.91,24.463,64.988,61.524,129.525,2010
Costa Rica,CRI,CRC,2000.0,522.115,3.83057372417954,566.5722379603402,,8.515,-11.586,9.962,4.359,96.662,,,,,,2010
Czech Republic,CZE,CZK,67.64,19.7476,3.42522635662055,19.16147308781869,19794.0305665287,-2.968,-20.942,-1.6740000000000002,-6.683999999999999,75.852,18.627,-14.611,13.192,10.816,57.468,2010
Denmark,DNK,DKK,28.5,5.81365,4.90225589775786,8.073654390934841,38701.9729691228,38.874,13.15,40.726,33.556000000000004,151.683,47.112,5.893000000000001,40.372,37.425,95.28,2010
Egypt,EGY,EGP,13.0,5.699,2.28110194771012,3.6827195467422023,3869.50426692308,-35.38,-47.349,-34.518,-37.854,17.112,-9.216,-34.652,-13.375,-15.194,20.509,2010
Euro area,EUZ,EUR,3.380031071,0.78015291,4.33252382664316,0.9575158841359764,29619.8977708642,22.734,0.0,24.371,18.034,122.432,38.925,0.0,32.56,29.777,84.41199999999999,2010
Britain,GBR,GBP,2.29,0.657375756,3.48354799990525,0.6487252124645897,38345.9090567686,-1.316,-19.595,0.0,-5.095000000000001,78.846,4.802,-24.562,0.0,-2.099,39.116,2010
Hong Kong,HKG,HKD,14.8,7.7742,1.90373285997273,4.192634560906515,56565.1412148649,-46.07,-56.059000000000005,-45.351,-48.135,-2.262,-49.27,-63.484,-51.594,-52.61,-32.66,2010
Hungary,HUN,HUF,740.0,221.96915,3.33379661092544,209.631728045326,12612.0296371757,-5.558,-23.052,-4.299,-9.175,71.158,22.638,-11.723,17.02,14.563,62.793,2010
Indonesia,IDN,IDR,22780.0,9063.0,2.51351649564162,6453.257790368272,3975.78203853775,-28.796,-41.985,-27.846,-31.522,29.044,-0.066,-28.066000000000003,-4.644,-6.646000000000001,32.655,2010
Israel,ISR,ILS,14.9,3.8619,3.85820451073306,4.220963172804534,26453.2123187919,9.298,-10.948,10.755,5.112,98.081,26.744,-8.767999999999999,20.937,18.398,68.243,2010
Japan,JPN,JPY,320.0,87.18,3.67056664372563,90.65155807365451,42804.8942065313,3.982,-15.279000000000002,5.369,0.0,88.447,7.049,-22.945,2.144,0.0,42.099,2010
South Korea,KOR,KRW,3400.0,1204.45,2.82286520818631,963.1728045325784,25380.0360049235,-20.032,-34.845,-18.966,-23.095,44.926,-6.492000000000001,-32.690999999999995,-10.776,-12.649,24.125,2010
Sri Lanka,LKA,LKR,210.0,112.775,1.86211483041454,59.49008498583563,,-47.249,-57.02,-46.545,-49.269,-4.399,,,,,,2010
Mexico,MEX,MXN,32.0,12.782,2.50352057580973,9.065155807365432,12442.575990625,-29.079,-42.216,-28.133000000000003,-31.795,28.531,-7.768999999999999,-33.611000000000004,-11.995,-13.842,22.43,2010
Malaysia,MYS,MYR,7.05,3.2135,2.19386961257196,1.9971671388101968,13313.4771163121,-37.851,-49.363,-37.022,-40.231,12.634,-19.782,-42.258,-23.458,-25.064,6.483,2010
Norway,NOR,NOK,45.0,6.24625,7.20432259355613,12.747875354107643,39519.8547997778,104.088,66.28500000000001,106.81,96.273,269.87100000000004,114.954,54.727,105.105,100.8,185.335,2010
New Zealand,NZL,NZD,5.0,1.39275766,3.5900000004308,1.41643059490085,31467.50371,1.7000000000000002,-17.138,3.056,-2.1950000000000003,84.311,13.533,-18.278,8.331,6.057,50.706,2010
Pakistan,PAK,PKR,210.0,85.525,2.45542239111371,59.49008498583572,1465.38491280952,-30.441000000000003,-43.326,-29.514000000000003,-33.105000000000004,26.062,-0.0279999999999999,-28.038,-4.6080000000000005,-6.61,32.706,2010
Peru,PER,PEN,10.0,2.8275,3.53669319186561,2.8328611898017035,4546.060021,0.19,-18.369,1.526,-3.647,81.574,39.868,0.679,33.46,30.658,85.665,2010
Philippines,PHL,PHP,102.0,46.47,2.19496449322143,28.8951841359773,3171.41079872549,-37.82,-49.338,-36.991,-40.201,12.69,-12.069,-36.706,-16.098000000000003,-17.858999999999998,16.721,2010
Poland,POL,PLN,8.3,3.1969,2.59626513184648,2.3512747875354143,15301.1741506024,-26.451,-40.075,-25.471,-29.268,33.293,-6.665,-32.816,-10.942,-12.811,23.895,2010
Russia,RUS,RUB,71.0,30.44325,2.33220828919383,20.113314447592085,14478.3785267606,-33.932,-46.17,-33.051,-36.462,19.736,-15.57,-39.226,-19.439,-21.13,12.074,2010
Saudi Arabia,SAU,SAR,10.0,3.75045,2.66634670506206,2.832861189801701,24935.388382,-24.466,-38.457,-23.459,-27.359,36.891,-11.369,-36.202,-15.43,-17.205000000000002,17.651,2010
