Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,Year
Chile,CHL,CLP,2100.0,715.215,2.93618002978125,489.5104895104888,18031.0669007857,-31.558000000000003,-26.577,-30.453000000000003,-5.848,9.409,-5.045999999999999,-13.41,-12.716,23.251,3.064,2016
China,CHN,CNY,17.6,6.5582,2.68366320026837,4.102564102564108,12195.6709875,-37.444,-32.892,-36.434,-13.945,0.0,-7.869,-15.984000000000002,-15.311,19.586,0.0,2016
Colombia,COL,COP,7900.0,3253.9,2.42785580380467,1841.4918414918448,9435.13264382658,-43.407,-39.288,-42.493,-22.148,-9.532,-14.151,-21.713,-21.085,11.433,-6.8180000000000005,2016
Costa Rica,CRI,CRC,2150.0,535.25,4.01681457262961,501.16550116550087,,-6.368,0.445,-4.857,28.804,49.677,,,,,,2016
Czech Republic,CZE,CZK,75.0,25.1442,2.98279523707257,17.48251748251751,25105.7807572,-30.471,-25.411,-29.349,-4.353,11.146,-9.875,-17.814,-17.155,16.983,-2.177,2016
Denmark,DNK,DKK,30.0,6.9405,4.32245515452777,6.99300699300699,51451.161047,0.757,8.088,2.383,38.605,61.065000000000005,4.933,-4.31,-3.543,36.203,13.895,2016
Egypt,EGY,EGP,16.93,7.83005,2.16218287239545,3.9463869463869448,7336.25095392794,-49.599,-45.932,-48.786,-30.667,-19.432,-21.761,-28.652,-28.08,1.555,-15.078,2016
Euro area,EUZ,EUR,3.72,0.930232558,3.99900000059985,0.8671328671328672,36076.1193395825,-6.783,0.0,-5.279,28.233000000000004,49.013,9.659,0.0,0.8009999999999999,42.338,19.025,2016
Britain,GBR,GBP,2.89,0.684532977,4.22185650232012,0.6736596736596736,43692.7593425606,-1.588,5.573,0.0,35.379,57.31699999999999,8.787,-0.795,0.0,41.207,18.079,2016
Hong Kong,HKG,HKD,19.2,7.75235,2.4766683650764,4.475524475524482,73308.8481125,-42.269,-38.068000000000005,-41.337,-20.583,-7.713,-48.306,-52.859,-52.481,-32.9,-43.89,2016
Hungary,HUN,HUF,900.0,292.67905,3.07504073147702,209.7902097902096,16910.2592611333,-28.321,-23.105,-27.164,-1.395,14.584,0.565,-8.293000000000001,-7.558,30.534,9.154,2016
Indonesia,IDN,IDR,30500.0,13947.5,2.18677182290733,7109.557109557106,6343.19873123705,-49.026,-45.317,-48.204,-29.879,-18.515,-19.987,-27.035,-26.450000000000003,3.857,-13.153,2016
India,IND,INR,127.0,66.8025,1.90112645484825,29.60372960372965,3516.66068409449,-55.685,-52.46,-54.969,-39.038,-29.159,-28.155,-34.483999999999995,-33.959,-6.744999999999999,-22.019,2016
Israel,ISR,ILS,16.9,3.94105,4.28819730782406,3.939393939393943,35656.5401076923,-0.042,7.231999999999999,1.5709999999999995,37.506,59.789,18.006,7.611999999999999,8.474,53.173,28.086,2016
Japan,JPN,JPY,370.0,118.645,3.11854692570273,86.24708624708634,49128.9209221622,-27.307,-22.017,-26.133,0.0,16.205,-22.959,-29.745,-29.182,0.0,-16.378,2016
South Korea,KOR,KRW,4300.0,1197.75,3.59006470465456,1002.331002331002,32425.0957003395,-16.316,-10.226,-14.965,15.12,33.775,1.5699999999999998,-7.376,-6.634,31.839,10.246,2016
Sri Lanka,LKA,LKR,350.0,144.05,2.42971190558834,81.58508158508168,,-43.363,-39.242,-42.449,-22.088,-9.463,,,,,,2016
Mexico,MEX,MXN,49.0,17.43675,2.81015670924914,11.421911421911409,13757.5027677551,-34.495,-29.729,-33.438,-9.889,4.713,-5.090999999999999,-13.45,-12.757,23.193,3.016,2016
Malaysia,MYS,MYR,8.0,4.3925,1.82128628343768,1.864801864801867,20237.68943625,-57.546,-54.456,-56.861,-41.598,-32.134,-42.365,-47.441,-47.02,-25.189,-37.442,2016
Norway,NOR,NOK,46.8,8.97465,5.21468803797363,10.90909090909092,55121.9056666667,21.554,30.4,23.516,67.215,94.312,23.218,12.365,13.265,59.938,33.743,2016
New Zealand,NZL,NZD,5.9,1.508068165,3.91228999917255,1.3752913752913751,39690.0634881356,-8.803999999999998,-2.168,-7.332,25.452,45.782,4.109999999999999,-5.06,-4.299,35.136,13.003,2016
Pakistan,PAK,PKR,300.0,104.885,2.86027553987701,69.93006993006998,2227.2335943,-33.327,-28.475,-32.251000000000005,-8.282,6.581,9.735,0.0689999999999999,0.8710000000000001,42.436,19.107,2016
Peru,PER,PEN,10.0,3.418,2.92568753657109,2.331002331002328,8764.076178,-31.802000000000003,-26.840000000000003,-30.701,-6.184,9.018,4.212,-4.967,-4.205,35.268,13.114,2016
Philippines,PHL,PHP,131.0,47.0225,2.78590036684566,30.53613053613055,4528.85645862595,-35.061,-30.335,-34.012,-10.667,3.81,4.057,-5.108,-4.348,35.067,12.945,2016
Poland,POL,PLN,9.6,4.0477,2.37171727153692,2.237762237762236,21146.653653125,-44.715,-40.692,-43.823,-23.948,-11.624,-25.604,-32.157000000000004,-31.613000000000003,-3.433,-19.25,2016
Russia,RUS,RUB,114.0,74.655,1.52702431183444,26.5734265734266,21356.4338205263,-64.405,-61.815,-63.831,-51.034,-43.099,-52.197,-56.407,-56.058,-37.951,-48.114,2016
Saudi Arabia,SAU,SAR,12.0,3.7543,3.19633486934981,2.797202797202796,30101.80745,-25.493,-20.072000000000003,-24.291,2.494,19.103,-7.704999999999999,-15.834,-15.160000000000002,19.8,0.178,2016
Singapore,SGP,SGD,4.7,1.43725,3.27013393633675,1.095571095571094,69829.3075723404,-23.773,-18.226,-22.543,4.861,21.853,-30.186,-36.335,-35.825,-9.381,-24.223,2016
Sweden,SWE,SEK,45.0,8.60185,5.23143277318251,10.489510489510485,41230.748702,21.945,30.819000000000003,23.913,67.752,94.936,37.482,25.373,26.377,78.45299999999999,49.225,2016
Thailand,THA,THB,112.0,36.22,3.09221424627278,26.10722610722613,7661.03546116072,-27.92,-22.675,-26.757,-0.844,15.223999999999998,11.49,1.67,2.485,44.715,21.013,2016
Turkey,TUR,TRY,10.25,3.0096,3.40576820839979,2.389277389277391,12496.0944819512,-20.611,-14.835,-19.33,9.21,26.907,16.551,6.285,7.1370000000000005,51.285,26.506,2016
Taiwan,TWN,TWD,69.0,33.2315,2.07634322856326,16.083916083916076,45137.8222947826,-51.6,-48.078,-50.819,-33.42,-22.63,-47.103,-51.762,-51.376,-31.339,-42.585,2016
Ukraine,UKR,UAH,36.0,23.35,1.54175588865096,8.391608391608372,,-64.062,-61.446,-63.482000000000006,-50.562,-42.55,,,,,,2016
Uruguay,URY,UYU,113.0,30.185,3.74358124896472,26.34032634032636,,-12.737000000000002,-6.387,-11.329,20.042,39.495000000000005,,,,,,2016
United States,USA,USD,4.29,1.0,4.29,1.0,57006.926,0.0,7.277,1.614,37.564,59.856,0.0,-8.808,-8.077,29.801,8.541,2016
Venezuela,VEN,VEF,132.0,198.6986,0.66432274812203,30.769230769230763,,-84.515,-83.38799999999999,-84.265,-78.69800000000001,-75.246,,,,,,2016
Vietnam,VNM,VND,60000.0,22467.5,2.67052409035273,13986.013986013975,,-37.75,-33.22,-36.745,-14.366,-0.49,,,,,,2016
South Africa,ZAF,ZAR,28.0,15.81375,1.77061101889179,6.526806526806538,12224.6041264286,-58.727,-55.724,-58.06099999999999,-43.223,-34.023,-39.233,-44.585,-44.142,-21.124,-34.043,2016
UAE,ARE,AED,13.0,3.673,3.5393411380343,2.8888888888888853,,-21.348,-12.862000000000002,-5.071,8.662,25.08,,,,,,2017
Argentina,ARG,ARS,55.0,15.8575,3.46839035156866,12.222222222222229,15444.0782181818,-22.925,-14.609,-6.973999999999999,6.483999999999999,22.572,3.5770000000000004,0.33,14.536,36.754,19.473,2017
Australia,AUS,AUD,5.8,1.356668023,4.27518000105469,1.28888888888889,54057.5425862069,-4.996,5.254,14.665,31.254,51.084,-2.592,-5.646,7.714,28.609,12.356,2017
Brazil,BRA,BRL,16.5,3.22395,5.11794537756479,3.6666666666666674,8677.03527272727,13.732,26.003,37.269000000000005,57.128,80.867,61.639,56.572,78.741,113.414,86.44500000000001,2017
Canada,CAN,CAD,5.98,1.326,4.50980392156863,1.3288888888888897,42278.0892140468,0.218,11.03,20.958,38.457,59.376,10.763,7.291,22.482,46.242,27.761000000000003,2017
Switzerland,CHE,CHF,6.5,1.0236,6.35013677217663,1.4444444444444442,56333.0194615385,41.114,56.33899999999999,70.318,94.958,124.413,42.692,38.218,57.789,88.398,64.59,2017
Chile,CHL,CLP,2450.0,672.805,3.64147115434636,544.4444444444449,17062.4456081633,-19.078,-10.348,-2.331,11.798,28.689,7.348000000000001,3.983,18.706,41.733,23.822,2017
China,CHN,CNY,19.6,6.9266,2.82967112291745,4.355555555555558,12301.1258418367,-37.118,-30.334,-24.105,-13.125,0.0,-13.303999999999998,-16.023,-4.132000000000001,14.465,0.0,2017
Colombia,COL,COP,9900.0,2994.625,3.30592311224277,2200.0000000000014,8384.08615681818,-26.535,-18.609,-11.331,1.496,16.831,4.671,1.39,15.746,38.199,20.734,2017
Costa Rica,CRI,CRC,2250.0,554.33,4.05895405264012,499.9999999999995,,-9.801,-0.0699999999999999,8.866,24.615,43.443,,,,,,2017
Czech Republic,CZE,CZK,75.0,25.81175,2.90565343302953,16.66666666666666,27206.47296,-35.43,-28.464,-22.067,-10.793,2.685,-20.73,-23.215,-12.343,4.661,-8.565000000000001,2017
Denmark,DNK,DKK,30.0,7.10125,4.22460834360148,6.666666666666668,55398.18555,-6.12,4.009,13.309,29.701,49.297,-4.53,-7.523000000000001,5.571000000000001,26.05,10.121,2017
Egypt,EGY,EGP,27.49,18.77,1.46457112413426,6.108888888888902,5151.74356129502,-67.45400000000001,-63.943000000000005,-60.718,-55.036,-48.242,-52.31400000000001,-53.809,-47.269,-37.04,-44.996,2017
Euro area,EUZ,EUR,3.88,0.955246692,4.06177800194884,0.8622222222222219,37188.0372710544,-9.738,0.0,8.942,24.702,43.542,3.237,0.0,14.159,36.305,19.08,2017
Britain,GBR,GBP,3.09,0.82877507,3.72839400200588,0.6866666666666674,44181.9072815534,-17.147000000000002,-8.208,0.0,14.467,31.761,-9.568,-12.403,0.0,19.399,4.31,2017
Hong Kong,HKG,HKD,19.2,7.75595,2.47551879524752,4.266666666666668,79117.104140625,-44.988,-39.053,-33.604,-23.998,-12.516,-51.11599999999999,-52.649,-45.944,-35.458,-43.615,2017
Hungary,HUN,HUF,900.0,294.6172,3.05481146382492,199.99999999999983,18416.412005,-32.115,-24.791,-18.066,-6.213,7.956,-10.904,-13.697,-1.478,17.634,2.769,2017
Indonesia,IDN,IDR,31000.0,13329.0,2.32575587065796,6888.888888888878,6964.31445416129,-48.317,-42.74,-37.62,-28.596,-17.808,-25.46,-27.797,-17.573,-1.584,-14.021,2017
India,IND,INR,170.0,68.3275,2.48801726976693,37.77777777777775,3043.59403235294,-44.711,-38.746,-33.268,-23.615,-12.074,-17.465,-20.053,-8.733,8.972,-4.799,2017
Israel,ISR,ILS,16.9,3.855,4.38391699092088,3.7555555555555538,38418.5633431953,-2.58,7.931000000000001,17.582,34.592,54.92700000000001,10.493,7.029000000000001,22.184,45.886,27.450000000000003,2017
Japan,JPN,JPY,380.0,116.665,3.25718938841983,84.44444444444433,50775.1942618421,-27.618,-19.809,-12.638,0.0,15.108,-24.26,-26.635,-16.247,0.0,-12.637,2017
South Korea,KOR,KRW,4400.0,1196.45,3.67754607380166,977.7777777777768,34760.2331311364,-18.277,-9.46,-1.364,12.906,29.964,-4.949,-7.929,5.108,25.497,9.638,2017
Sri Lanka,LKA,LKR,550.0,150.06,3.66520058643209,122.2222222222221,,-18.551,-9.764,-1.695,12.526000000000002,29.527,,,,,,2017
Mexico,MEX,MXN,49.0,21.9505,2.23229539190451,10.88888888888888,15425.6779285714,-50.393,-45.041,-40.127,-31.466,-21.111,-33.327,-35.417,-26.272,-11.97,-23.095,2017
Malaysia,MYS,MYR,8.0,4.4715,1.78910880017891,1.7777777777777768,22221.8398125,-60.242,-55.953,-52.014,-45.072,-36.773,-49.334,-50.923,-43.974,-33.106,-41.559000000000005,2017
Norway,NOR,NOK,49.0,8.64835,5.66582064786925,10.888888888888896,54485.4217040816,25.907000000000004,39.491,51.964,73.94800000000001,100.22899999999998,28.754999999999995,24.718,42.377,69.997,48.514,2017
New Zealand,NZL,NZD,6.0,1.43358899,4.18530000010673,1.333333333333335,42414.396,-6.993,3.041,12.255,28.494000000000003,47.908,2.701,-0.519,13.567000000000002,35.597,18.461,2017
Pakistan,PAK,PKR,375.0,104.775,3.57909806728704,83.33333333333326,1961.639388,-20.464,-11.883,-4.004,9.883,26.485,19.889000000000003,16.13,32.573,58.291,38.287,2017
Peru,PER,PEN,11.0,3.3929,3.2420643107666,2.444444444444444,8879.89336363636,-27.954,-20.181,-13.044,-0.464,14.574000000000002,2.217,-0.988,13.032,34.958,17.904,2017
Philippines,PHL,PHP,133.0,49.615,2.68064093520105,29.55555555555557,4993.63978195489,-40.43,-34.003,-28.102,-17.701,-5.267,-12.598,-15.339,-3.351,15.397,0.815,2017
Poland,POL,PLN,9.6,4.17215,2.30097192095203,2.133333333333336,22880.0015625,-48.867,-43.351,-38.285,-29.357,-18.684,-35.165,-37.197,-28.305000000000003,-14.396999999999998,-25.215,2017
Russia,RUS,RUB,130.0,60.4375,2.15098241985522,28.888888888888857,20205.4489961538,-52.2,-47.043,-42.308,-33.962,-23.985,-38.135000000000005,-40.074,-31.589,-18.319,-28.641,2017
Saudi Arabia,SAU,SAR,12.0,3.75065,3.19944542945889,2.6666666666666634,30256.384875,-28.901,-21.23,-14.187,-1.773,13.068,-14.629,-17.305,-5.596,12.717,-1.527,2017
Singapore,SGP,SGD,5.6,1.43875,3.89226759339705,1.2444444444444458,63168.6326785714,-13.505,-4.173,4.3950000000000005,19.498,37.552,-16.014,-18.647,-7.127999999999999,10.888,-3.125,2017
Sweden,SWE,SEK,48.0,9.12455,5.26053339616748,10.66666666666666,41410.9875,16.901,29.513,41.094,61.505,85.906,29.947000000000003,25.873,43.696,71.571,49.889,2017
Thailand,THA,THB,119.0,35.573,3.34523374469401,26.444444444444446,7999.49151680672,-25.661,-17.641000000000002,-10.277,2.703,18.22,6.265,2.933,17.508000000000003,40.302,22.572,2017
Turkey,TUR,TRY,10.75,3.91115,2.74855221610012,2.3888888888888857,13775.4820465116,-38.921,-32.331,-26.281,-15.616,-2.867,-16.802,-19.411,-8.0,9.847,-4.035,2017
Taiwan,TWN,TWD,69.0,31.905,2.16267042783263,15.33333333333335,48637.1169130435,-51.941,-46.756,-41.995,-33.603,-23.572000000000003,-49.028,-50.627,-43.636,-32.702,-41.206,2017
Ukraine,UKR,UAH,42.0,27.235,1.54213328437672,9.333333333333323,,-65.73,-62.033,-58.638,-52.654,-45.501000000000005,,,,,,2017
Uruguay,URY,UYU,125.0,28.725,4.35161009573542,27.77777777777776,,-3.298,7.136000000000001,16.715,33.6,53.785,,,,,,2017
United States,USA,USD,4.5,1.0,4.5,1.0,58179.697,0.0,10.789,20.695,38.156,59.029,0.0,-3.135,10.58,32.031,15.346000000000002,2017
Venezuela,VEN,VEF,3550.0,676.6047,5.24678590024574,788.8888888888887,,16.595,29.175,40.725,61.083,85.42,,,,,,2017
Vietnam,VNM,VND,60000.0,22572.0,2.6581605528974,13333.333333333358,,-40.93,-34.557,-28.705,-18.391,-6.061,,,,,,2017
South Africa,ZAF,ZAR,26.32,13.9525,1.88640028668697,5.848888888888878,14466.2182180851,-58.08,-53.557,-49.404,-42.085,-33.335,-43.219,-44.999,-37.212,-25.032,-34.506,2017
UAE,ARE,AED,14.0,3.673,3.81159814865233,3.0368763557483747,,-17.319000000000003,-21.179,-13.629,11.063,20.177,,,,,,2018
Argentina,ARG,ARS,75.0,18.9375,3.96039603960396,16.268980477223423,14876.8650462667,-14.091,-18.102,-10.257,15.399,24.869,17.533,-2.252,12.07,50.999,23.354,2018
Australia,AUS,AUD,5.9,1.253682693,4.70613499966375,1.2798264642082438,56904.7867322034,2.085,-2.681,6.641,37.128,48.382,4.1770000000000005,-13.361,-0.666,33.839000000000006,9.336,2018
Brazil,BRA,BRL,16.5,3.2279,5.11168251804579,3.5791757049891557,9290.64671333334,10.882,5.705,15.831,48.945,61.168,58.895,32.146,51.508,104.137,66.764,2018
Canada,CAN,CAD,6.55,1.2459,5.25724375953126,1.4208242950108452,41283.6373969466,14.04,8.715,19.13,53.186,65.75800000000001,28.513,6.879,22.539,65.105,34.878,2018
Switzerland,CHE,CHF,6.5,0.96085,6.76484362803768,1.4099783080260313,57677.9398215385,46.743,39.891,53.292,97.115,113.292,49.052,23.96,42.123,91.492,56.434,2018
Chile,CHL,CLP,2600.0,605.935,4.29088928680469,563.991323210412,17261.2961997077,-6.922000000000001,-11.268,-2.768,25.029,35.289,24.927,3.897,19.12,60.498,31.114000000000004,2018
China,CHN,CNY,20.4,6.432,3.17164179104478,4.425162689804778,13379.9379029412,-31.201,-34.413,-28.13,-7.584,0.0,-4.719,-20.758,-9.148,22.411,0.0,2018
Colombia,COL,COP,10900.0,2844.12,3.83246839092584,2364.4251626898044,8209.75723288165,-16.866,-20.748,-13.156,11.671,20.835,20.234,-0.006,14.645,54.469,26.189,2018
Costa Rica,CRI,CRC,2290.0,568.53,4.02793168346437,496.7462039045549,,-12.626,-16.706,-8.727,17.366999999999997,26.998,,,,,,2018
Czech Republic,CZE,CZK,79.0,20.747,3.80777943799104,17.136659436008696,28108.6663826582,-17.402,-21.258,-13.715,10.952,20.057,2.0580000000000003,-15.122,-2.686,31.118,7.113,2018
Denmark,DNK,DKK,30.0,6.0827,4.93202031992372,6.507592190889373,58618.6109716667,6.984999999999999,1.99,11.76,43.71,55.504,8.057,-10.133,3.034,38.825,13.409,2018
Egypt,EGY,EGP,34.21,17.7,1.93276836158192,7.420824295010841,5174.93872288805,-58.074000000000005,-60.032,-56.203,-43.683,-39.061,-37.745,-48.225,-40.639,-20.019,-34.662,2018
Euro area,EUZ,EUR,3.95,0.816826629,4.8357874973246,0.8568329718004337,38753.8683510303,4.898000000000001,0.0,9.579,40.906,52.470000000000006,20.242,0.0,14.652,54.479,26.196,2018
Britain,GBR,GBP,3.19,0.72285673,4.41304599875552,0.6919739696312363,45570.5667899687,-4.272,-8.741999999999999,0.0,28.588,39.141,4.875,-12.78,0.0,34.737,10.069,2018
Hong Kong,HKG,HKD,20.5,7.819,2.62181864688579,4.446854663774402,80661.3978014634,-43.128,-45.783,-40.589,-23.605,-17.336,-49.252,-57.795,-51.611,-34.802,-46.738,2018
Hungary,HUN,HUF,864.0,252.14215,3.42663850530346,187.41865509761405,21387.6591629167,-25.669,-29.14,-22.352,-0.154,8.04,-3.405,-19.666,-7.895,24.099,1.379,2018
Indonesia,IDN,IDR,35750.0,13359.0,2.67609851036754,7754.8806941431585,6705.12875785063,-41.95,-44.661,-39.359,-22.023,-15.624,-14.948,-29.265,-18.901,9.27,-10.735,2018
India,IND,INR,180.0,63.86125,2.81861065982893,39.04555314533628,3232.13933044445,-38.859,-41.714,-36.13,-17.871000000000002,-11.131,-7.634,-23.183,-11.927,18.666,-3.059,2018
Israel,ISR,ILS,16.5,3.43635,4.80160635558078,3.579175704989157,41248.4840557576,4.156,-0.707,8.805,39.91,51.392,17.403,-2.361,11.945,50.831,23.217,2018
Japan,JPN,JPY,380.0,110.725,3.43192594265071,82.42950108459866,52937.7555315,-25.555,-29.031,-22.232,0.0,8.207,-22.163,-35.266,-25.781,0.0,-18.308,2018
South Korea,KOR,KRW,4400.0,1069.25,4.11503390226795,954.4468546637756,37446.2521190773,-10.737,-14.905,-6.753000000000001,19.905,29.745,3.237,-14.142,-1.562,32.632,8.35,2018
Sri Lanka,LKA,LKR,580.0,153.8,3.77113133940182,125.81344902386115,,-18.197,-22.016,-14.546,9.884,18.902,,,,,,2018
Mexico,MEX,MXN,48.0,18.6635,2.57186486993329,10.412147505422984,17346.2434052083,-44.211,-46.816,-41.721,-25.061,-18.911,-25.172,-37.769000000000005,-28.651,-3.866,-21.466,2018
Malaysia,MYS,MYR,9.0,3.954,2.27617602427921,1.9522776572668108,21950.9872688889,-50.625,-52.931,-48.422,-33.676,-28.234,-36.113,-46.868,-39.083,-17.922,-32.949,2018
Norway,NOR,NOK,49.0,7.8501,6.24195870116304,10.6290672451193,59097.5481210204,35.4,29.078,41.443000000000005,81.879,96.805,36.366,13.41,30.027,75.194,43.120000000000005,2018
New Zealand,NZL,NZD,6.2,1.374664925,4.51019000139252,1.3449023861171363,44235.3382774194,-2.165,-6.7330000000000005,2.201,31.419000000000004,42.204,8.121,-10.08,3.095,38.907,13.475,2018
Pakistan,PAK,PKR,375.0,110.505,3.39351160580969,81.34490238611708,2130.24640656,-26.388,-29.825000000000003,-23.103,-1.119,6.995,12.314,-6.593,7.093000000000001,44.293,17.876,2018
Peru,PER,PEN,10.5,3.212,3.26899128268991,2.2776572668112776,9971.92612380952,-29.089,-32.4,-25.924000000000003,-4.748,3.069,1.031,-15.977,-3.666,29.798,6.034,2018
Philippines,PHL,PHP,134.0,50.725,2.64169541646131,29.06724511930584,5467.96792567164,-42.696,-45.372,-40.139,-23.026,-16.709,-15.13,-29.417,-19.075,9.036,-10.926,2018
Poland,POL,PLN,10.1,3.40575,2.96557292813624,2.1908893709327546,23833.2161782178,-35.671,-38.674,-32.800000000000004,-13.589,-6.497,-17.947,-31.76,-21.761,5.416,-13.883,2018
Russia,RUS,RUB,130.0,56.745,2.29095074455899,28.199566160520583,22179.6295886154,-50.305,-52.625,-48.087,-33.245999999999995,-27.768,-35.811,-46.616,-38.795,-17.534,-32.632,2018
Saudi Arabia,SAU,SAR,12.0,3.7503,3.19974402047836,2.6030368763557465,33251.3479875,-30.591,-33.832,-27.494000000000003,-6.765000000000001,0.886,-17.349999999999998,-31.263,-21.192,6.183000000000001,-13.257,2018
Singapore,SGP,SGD,5.8,1.32255,4.38546746814865,1.258134490238611,67131.3517396552,-4.871,-9.312,-0.625,27.784,38.271,-8.575000000000001,-23.965,-12.825,17.457,-4.047,2018
Sweden,SWE,SEK,49.1,8.0188,6.12311068987879,10.650759219088943,42909.0697291242,32.822,26.621,38.75,78.416,93.058,48.072,23.146,41.189,90.234,55.406,2018
Thailand,THA,THB,119.0,31.95,3.7245696400626,25.813449023861185,8669.6231794958,-19.207,-22.979,-15.601,8.527,17.433,16.39,-3.2030000000000003,10.98,49.531,22.155,2018
Turkey,TUR,TRY,10.75,3.8026,2.82701309630253,2.331887201735358,16629.5303525581,-38.677,-41.54,-35.94,-17.626,-10.866,-17.278,-31.203,-21.123,6.276,-13.181,2018
Taiwan,TWN,TWD,69.0,29.553,2.33478834636078,14.967462039045582,50972.9969589855,-49.354,-51.719,-47.093,-31.969,-26.385,-46.394000000000005,-55.418,-48.886,-31.130000000000003,-43.739,2018
Ukraine,UKR,UAH,47.0,28.715,1.6367752045969,10.195227765726676,,-64.495,-66.15299999999999,-62.911,-52.307,-48.393,,,,,,2018
Uruguay,URY,UYU,140.0,28.58,4.89853044086774,30.368763557483728,,6.259,1.2970000000000002,11.001,42.734,54.44799999999999,,,,,,2018
United States,USA,USD,4.61,1.0,4.61,1.0,60292.978,0.0,-4.6690000000000005,4.463,34.327000000000005,45.351,0.0,-16.834,-4.649,28.473,4.952,2018
Vietnam,VNM,VND,65000.0,22711.5,2.86198621843559,14099.783080260282,,-37.918,-40.817,-35.147,-16.607,-9.763,,,,,,2018
South Africa,ZAF,ZAR,30.0,12.25815,2.44735135399714,6.50759219088938,13666.830433,-46.912,-49.391,-44.543,-28.689,-22.836,-26.65,-38.998,-30.06,-5.765,-23.018,2018
United Arab Emirates,ARE,AED,14.0,3.67315,3.81144249486136,2.972399150743101,,-19.078,-17.891000000000002,-6.422,5.978,24.915000000000003,,,,,,2019
Argentina,ARG,ARS,75.0,37.455,2.00240288346015,15.923566878980871,20810.978314,-57.486,-56.862,-50.837,-44.323,-34.374,-43.077,-50.302,-40.206,-29.918,-37.591,2019
Australia,AUS,AUD,6.1,1.401639919,4.35204499908368,1.29511677282378,58243.6847262295,-7.6,-6.244000000000001,6.851,21.009,42.633,-4.8,-16.883,0.002,17.209,4.376,2019
Azerbaijan,AZE,AZN,3.95,1.6965,2.32832301797819,0.8386411889596601,,-50.566,-49.841,-42.835,-35.261,-23.692,,,,,,2019
Bahrain,BHR,BHD,1.2,0.377,3.18302387267905,0.2547770700636946,,-32.42,-31.429,-21.85,-11.496,4.319,,,,,,2019
Brazil,BRA,BRL,16.9,3.71795,4.54551567396011,3.588110403397026,9805.96471242604,-3.492,-2.077,11.601,26.389000000000003,48.973,41.694,23.71,48.841,74.451,55.35099999999999,2019
Canada,CAN,CAD,6.77,1.3314,5.08487306594562,1.4373673036093413,42027.1157193501,7.959,9.543,24.844,41.386,66.64999999999999,23.57,7.886,29.802,52.137,35.479,2019
Switzerland,CHE,CHF,6.5,0.98165,6.6215046095859,1.3800424628450103,60618.3985292308,40.584,42.646,62.571,84.112,117.011,42.757,24.638,49.957,75.759,56.516,2019
Chile,CHL,CLP,2640.0,678.99,3.88812795475633,560.5095541401275,18023.6640435114,-17.45,-16.239,-4.539,8.110000000000001,27.428,13.05,-1.298,18.752,39.185,23.946,2019
China,CHN,CNY,20.9,6.8497,3.05122852095712,4.43736730360934,14684.5288076555,-35.218,-34.268,-25.086,-15.160000000000002,0.0,-8.791,-20.367,-4.19,12.295,0.0,2019
Colombia,COL,COP,11900.0,3191.5,3.72865423781921,2526.5392781316364,8101.4964462126,-20.835,-19.674,-8.454,3.676,22.202,17.996000000000002,3.02,23.947,45.274,29.368,2019
Costa Rica,CRI,CRC,2290.0,606.975,3.77280777626756,486.1995753715504,,-19.898,-18.723,-7.37,4.903,23.649,,,,,,2019
Czech Republic,CZE,CZK,85.0,22.31165,3.80966893976913,18.046709129511655,28152.6240243529,-19.115,-17.929000000000002,-6.465,5.928,24.857000000000003,2.289,-10.694,7.448,25.936,12.147,2019
Denmark,DNK,DKK,30.0,6.51545,4.60444021518084,6.369426751592357,61193.36248,-2.241,-0.807,13.048000000000002,28.027,50.904,-1.075,-13.630999999999998,3.914,21.794,8.459,2019
Egypt,EGY,EGP,40.0,17.91,2.23338916806253,8.492569002123124,5658.54843075,-52.582,-51.886,-45.166,-37.9,-26.804,-27.751,-36.921,-24.107,-11.048,-20.787,2019
Euro area,EUZ,EUR,4.05,0.872486149,4.64190750150235,0.8598726114649674,39816.7460498609,-1.4460000000000002,0.0,13.968,29.069,52.132,14.537,0.0,20.314,41.016000000000005,25.576,2019
Britain,GBR,GBP,3.19,0.78320802,4.07299200026067,0.6772823779193203,47833.3012288401,-13.525,-12.256,0.0,13.25,33.487,-4.801,-16.884,0.0,17.207,4.3740000000000006,2019
Guatemala,GTM,GTQ,25.0,7.7283,3.23486407101174,5.30785562632697,,-31.319000000000003,-30.312,-20.578,-10.054,6.018,,,,,,2019
Hong Kong,HKG,HKD,20.0,7.83435,2.55286016070255,4.246284501061576,89178.723636,-45.799,-45.004,-37.322,-29.017,-16.333000000000002,-53.09199999999999,-59.045,-50.726000000000006,-42.248000000000005,-48.571,2019
Honduras,HND,HNL,85.0,24.3391,3.49232305220818,18.046709129511697,,-25.853,-24.765,-14.257,-2.896,14.456,,,,,,2019
Hungary,HUN,HUF,850.0,280.26875,3.03280333608367,180.4670912951168,24587.1769869882,-35.609,-34.665,-25.539,-15.673,-0.604,-16.314999999999998,-26.936,-12.094,3.032,-8.248999999999999,2019
Indonesia,IDN,IDR,33000.0,14090.0,2.34208658623137,7006.369426751592,8017.42257217,-50.274,-49.545,-42.497,-34.878,-23.241,-25.828,-35.242000000000004,-22.087,-8.681,-18.679,2019
